설치장소,설치목적,촬영범위,촬영시간,녹화물보관기간,관리책임자,카메라번호,검색용주소,latitude,longitude,좌표변환상태
경상남도 창원시 의창구 동읍 봉강가술로 6,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 동읍 봉강가술로 6,35.3509317780513,128.657063600061,성공
경상남도 창원시 의창구 동읍 자여로 81,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 동읍 자여로 81,35.2762631391011,128.701615139852,성공
경상남도 창원시 의창구 동읍 동읍로19번길 2-4_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 동읍로19번길 2-4,35.2792368442755,128.68410350712,성공
경상남도 창원시 의창구 동읍 동읍로19번길 2-4_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 동읍로19번길 2-4,35.2792368442755,128.68410350712,성공
경상남도 창원시 의창구 동읍 용정길46번길 25( DC마트 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 용정길46번길 25,35.276400735346,128.705340366767,성공
경상남도 창원시 의창구 동읍 용정길46번길 25 (DC마트 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 용정길46번길 25,35.276400735346,128.705340366767,성공
경상남도 창원시 의창구 동읍 용정길46번길 46(성원전원맨션)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 용정길46번길 46,35.2747637642961,128.70527120784,성공
경상남도 창원시 의창구 동읍 용정길46번길 46(성원전원맨션)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 용정길46번길 46,35.2747637642961,128.70527120784,성공
경상남도 창원시 의창구 동읍 용잠리 407-8_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 용잠리 407-8,35.2783420675194,128.684599203757,성공
경상남도 창원시 의창구 동읍 용잠리 407-8_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 용잠리 407-8,35.2783420675194,128.684599203757,성공
경상남도 창원시 의창구 동읍 석산리 257-4(마룡마을 입구)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 석산리 257-4,35.3172529176453,128.661685893451,성공
경상남도 창원시 의창구 동읍 석산리 257-4(마룡마을 입구)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 석산리 257-4,35.3172529176453,128.661685893451,성공
경상남도 창원시 의창구 동읍 봉산리 277-1(자여마을 입구)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 봉산리 277-1,35.279257125709,128.697524267689,성공
경상남도 창원시 의창구 동읍 봉산리 277-1(자여마을 입구)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 봉산리 277-1,35.279257125709,128.697524267689,성공
경상남도 창원시 의창구 동읍 봉산리 277-1(자여마을 입구)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 동읍 봉산리 277-1,35.279257125709,128.697524267689,성공
경상남도 창원시 의창구 동읍 무성리 146(무성마을)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 동읍 무성리 146,35.2882544822029,128.698701452865,성공
경상남도 창원시 의창구 동읍 무성리 146(무성마을)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 동읍 무성리 146,35.2882544822029,128.698701452865,성공
경상남도 창원시 의창구 동읍 용잠로 35,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 동읍 용잠로 35,35.2797374746532,128.687839574063,성공
경상남도 창원시 의창구 북면 단내로591번길 1(현천마을입구)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 단내로591번길 1,35.3440939077271,128.582067644003,성공
경상남도 창원시 의창구 북면 단내로591번길 1(현천마을입구)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 단내로591번길 1,35.3440939077271,128.582067644003,성공
경상남도 창원시 의창구 북면 신리길 33(신리어린이공원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 신리길 33,35.3478057743323,128.604329969062,성공
경상남도 창원시 의창구 북면 신리길 33(신리어린이공원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 신리길 33,35.3478057743323,128.604329969062,성공
경상남도 창원시 의창구 북면 천주로 1085,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 북면 천주로 1085,35.3479738689755,128.607312660548,성공
경상남도 창원시 의창구 북면 달천길52번길 28,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 북면 달천길52번길 28,35.289971992152,128.599126550833,성공
경상남도 창원시 의창구 북면 마산리 6_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 마산리 6,35.3535149670758,128.634202677646,성공
경상남도 창원시 의창구 북면 마산리 6_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 마산리 6,35.3535149670758,128.634202677646,성공
경상남도 창원시 의창구 북면 무곡리 480-2_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 무곡리 480-2,35.3276292491112,128.584676956212,성공
경상남도 창원시 의창구 북면 무곡리 480-2_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 무곡리 480-2,35.3276292491112,128.584676956212,성공
경상남도 창원시 의창구 북면 상천리 532-1번지 소라마을입구_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 상천리 532-1번지 소라마을입구,35.3588261680558,128.585362418604,성공
경상남도 창원시 의창구 북면 상천리 532-1번지 소라마을입구_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 상천리 532-1번지 소라마을입구,35.3588261680558,128.585362418604,성공
경상남도 창원시 의창구 북면 월백리 469-1 남백마을입구_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 월백리 469-1 남백마을입구,35.3179525522657,128.636287723633,성공
경상남도 창원시 의창구 북면 월백리 469-1 남백마을입구_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 월백리 469-1 남백마을입구,35.3179525522657,128.636287723633,성공
경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리,35.3731595920929,128.613753994726,성공
경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리,35.3731595920929,128.613753994726,성공
경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 북면 하천리 155-21 신천마을삼거리,35.3731595920929,128.613753994726,성공
경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리,35.2857188871487,128.61053334162,성공
경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리,35.2857188871487,128.61053334162,성공
경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 북면 외감리 산 25-18 삼거리,35.2857188871487,128.61053334162,성공
경상남도 창원시 의창구 대산면 주남로101번길 165_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 주남로101번길 165,,,확인 필요
경상남도 창원시 의창구 대산면 주남로101번길 165_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 주남로101번길 165,,,확인 필요
경상남도 창원시 의창구 대산면 대산북로279번길 25-1 (신전마을회관)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 대산북로279번길 25-1,35.3675445234951,128.673771010592,성공
경상남도 창원시 의창구 대산면 대산북로279번길 25-1 (신전마을회관)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 대산북로279번길 25-1,35.3675445234951,128.673771010592,성공
경상남도 창원시 의창구 대산면 유등로 5 (미곡처리),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 유등로 5,35.3269648307042,128.715934975408,성공
경상남도 창원시 의창구 대산면 우암로 257-3 (김해경계 우암교),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 우암로 257-3,,,확인 필요
경상남도 창원시 의창구 대산면 북부리570-1 (중앙교),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 북부리570-1,35.3425456743975,128.716003334728,성공
경상남도 창원시 의창구 대산면 유등로 360-4(유청마을회관)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 유등로 360-4,35.3424519880741,128.743526970816,성공
경상남도 창원시 의창구 대산면 유등로 360-4(유청마을회관)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 유등로 360-4,35.3424519880741,128.743526970816,성공
경상남도 창원시 의창구 대산면 일동리 115-10,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 일동리 115-10,35.3665478616734,128.701833767358,성공
경상남도 창원시 의창구 대산면 주남로 576,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 주남로 576,,,확인 필요
경상남도 창원시 의창구 대산면 진남로 72 (남포마을입구)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 진남로 72,35.3094247002328,128.709456753793,성공
경상남도 창원시 의창구 대산면 진남로 72 (남포마을입구)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 진남로 72,35.3094247002328,128.709456753793,성공
경상남도 창원시 의창구 대산면 제동길 50 (제동마을회관),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대산면 제동길 50,35.3341645709522,128.714387621832,성공
경상남도 창원시 의창구 대산면 진산대로 184번길 2-1_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 진산대로 184번길 2-1,35.321252245332,128.723692087791,성공
경상남도 창원시 의창구 대산면 진산대로 184번길 2-1_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 진산대로 184번길 2-1,35.321252245332,128.723692087791,성공
경상남도 창원시 의창구 대산면 갈전리 21-23(영길농장 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 갈전리 21-23,35.3557980762573,128.686461693801,성공
경상남도 창원시 의창구 대산면 갈전리 21-23(영길농장 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 갈전리 21-23,35.3557980762573,128.686461693801,성공
경상남도 창원시 의창구 대산면 갈전리 21-23(영길농장 앞)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 대산면 갈전리 21-23,35.3557980762573,128.686461693801,성공
경상남도 창원시 의창구 대산면 유등로 403_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 유등로 403,35.3452764992843,128.747046758796,성공
경상남도 창원시 의창구 대산면 유등로 403_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 유등로 403,35.3452764992843,128.747046758796,성공
경상남도 창원시 의창구 대산면 유등리 117-15_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 대산면 유등리 117-15,35.3447267740448,128.749457328805,성공
경상남도 창원시 의창구 대산면 유등리 117-15_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 대산면 유등리 117-15,35.3447267740448,128.749457328805,성공
경상남도 창원시 의창구 동정동 305-7,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 동정동 305-7,35.263376292271,128.613888537936,성공
경상남도 창원시 의창구 서상동 422-2_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 서상동 422-2,35.2633233425655,128.620888711508,성공
경상남도 창원시 의창구 서상동 422-2_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 서상동 422-2,35.2633233425655,128.620888711508,성공
경상남도 창원시 의창구 서상동 8,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 서상동 8,35.2627372803698,128.622804238069,성공
"경상남도 창원시 의창구 소계로90번길 23, (소계동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 소계로90번길 23,35.2585170095204,128.60115606412,성공
"경상남도 창원시 의창구 소계로 83-6, (소계시장-창원황약국)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 소계로 83-6,35.256758576999,128.598965650785,성공
"경상남도 창원시 의창구 소계로 83-6, (소계동-소계시장)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 소계로 83-6,35.256758576999,128.598965650785,성공
"경상남도 창원시 의창구 소계로 83-6, (소계동-소계시장)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 소계로 83-6,35.256758576999,128.598965650785,성공
"경상남도 창원시 의창구 소계로 83-6, (소계동-소계시장)_4",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 의창구 소계로 83-6,35.256758576999,128.598965650785,성공
"경상남도 창원시 의창구 소계로 83-6, (소계동-소계시장)_5",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,5,경상남도 창원시 의창구 소계로 83-6,35.256758576999,128.598965650785,성공
경상남도 창원시 의창구 소계동 910-3 (소계주유소앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 소계동 910-3,35.2558765584178,128.600252944079,성공
"경상남도 창원시 의창구 의안로8번길 23, (소답동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 의안로8번길 23,35.262175534147,128.626321723363,성공
"경상남도 창원시 의창구 읍성로67번길 30, (소답동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 읍성로67번길 30,35.26756484898,128.625556828088,성공
"경상남도 창원시 의창구 의안로66번길 25, (소답동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 의안로66번길 25,35.2676436880752,128.62697254419,성공
"경상남도 창원시 의창구 의안로66번길 25, (소답동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 의안로66번길 25,35.2676436880752,128.62697254419,성공
"경상남도 창원시 의창구 의안로56번길 26, (소답동-두럭어린이공원)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 의안로56번길 26,35.2663836958556,128.626797904315,성공
"경상남도 창원시 의창구 읍성로101번길 8, (소답동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 읍성로101번길 8,35.2640723244143,128.629503591724,성공
"경상남도 창원시 의창구 의창대로299번길 16-2, (소답동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 의창대로299번길 16-2,35.2630197530073,128.630529460912,성공
"경상남도 창원시 의창구 읍성로34번길 5, (중동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 읍성로34번길 5,,,확인 필요
"경상남도 창원시 의창구 읍성로34번길 5, (중동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 읍성로34번길 5,,,확인 필요
경상남도 창원시 의창구 평산로159번길 12_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 평산로159번길 12,35.2569167099674,128.622321973422,성공
경상남도 창원시 의창구 평산로159번길 12_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 평산로159번길 12,35.2569167099674,128.622321973422,성공
경상남도 창원시 의창구 소답동 123-13(두럭),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 소답동 123-13,35.2663023869589,128.626390471187,성공
경상남도 창원시 의창구 소답동 163-3(두리),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 소답동 163-3,,,확인 필요
경상남도 창원시 의창구 평산로131번길 13,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 평산로131번길 13,35.2552887123257,128.619606590546,성공
"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구 _1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구",35.2570475107888,128.608605473709,성공
"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구 _2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구",35.2570475107888,128.608605473709,성공
"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구 _3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,"경상남도 창원시 의창구 사화로10번길 4, 경상남도 창원시 의창구",35.2570475107888,128.608605473709,성공
"경상남도 창원시 의창구 대원로64번길 11, (대원동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대원로64번길 11,,,확인 필요
"경상남도 창원시 의창구 대원로37번길 12, (대원동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대원로37번길 12,,,확인 필요
"경상남도 창원시 의창구 사화로47번길 13, 경상남도 창원시 의창구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 의창구 사화로47번길 13, 경상남도 창원시 의창구",35.2563915799949,128.613209241919,성공
"경상남도 창원시 의창구 팔용로419번길 28, 경상남도 창원시 의창구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 의창구 팔용로419번길 28, 경상남도 창원시 의창구",35.2557407427789,128.609546628545,성공
경상남도 창원시 의창구 팔용로411번길 12(소망어린이공원 앞1)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 팔용로411번길 12,35.2545273909138,128.610138237892,성공
경상남도 창원시 의창구 팔용로411번길 12(소망어린이공원 앞1)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 팔용로411번길 12,35.2545273909138,128.610138237892,성공
경상남도 창원시 의창구 팔용로411번길 12(소망어린이공원 앞1)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 팔용로411번길 12,35.2545273909138,128.610138237892,성공
경상남도 창원시 의창구 팔용로411번길 12(소망어린이공원 앞1)_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 의창구 팔용로411번길 12,35.2545273909138,128.610138237892,성공
"경상남도 창원시 의창구 사화로10번길 19, 경상남도 창원시 의창구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 의창구 사화로10번길 19, 경상남도 창원시 의창구",35.2557447709517,128.607745802153,성공
"경상남도 창원시 의창구 차상로150번길 82, (팔용동-신창원역 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 차상로150번길 82,35.2335535653516,128.640688305496,성공
"경상남도 창원시 의창구 차상로150번길 82, (팔용동-신창원역 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 차상로150번길 82,35.2335535653516,128.640688305496,성공
"경상남도 창원시 의창구 차상로150번길 82, (팔용동-신창원역 앞)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 차상로150번길 82,35.2335535653516,128.640688305496,성공
경상남도 창원시 의창구 팔용동 165-9,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 팔용동 165-9,35.2587633496934,128.610691973902,성공
경상남도 창원시 의창구 팔용동 182 (탑마트),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 팔용동 182,35.2602983018233,128.613607741374,성공
경상남도 창원시 의창구 의창대로156번길 15-14,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 의창대로156번길 15-14,35.2594743237197,128.6149238777,성공
경상남도 창원시 의창구 팔용동 196_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 팔용동 196,35.2608961098438,128.617007477589,성공
경상남도 창원시 의창구 팔용동 196_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 팔용동 196,35.2608961098438,128.617007477589,성공
"경상남도 창원시 의창구 사화로80번길 12, 경상남도 창원시 의창구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 의창구 사화로80번길 12, 경상남도 창원시 의창구",35.252840446131,128.614630648916,성공
경상남도 창원시 의창구 반계로 80번길 7(사화초),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 반계로 80번길 7,35.2522723208425,128.617275081358,성공
"경상남도 창원시 의창구 사화로68번길 26, 경상남도 창원시 의창구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 의창구 사화로68번길 26, 경상남도 창원시 의창구",35.252408675041,128.612603058447,성공
경상남도 창원시 의창구 팔용로404번길 2_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 팔용로404번길 2,35.2526037226032,128.611465070973,성공
경상남도 창원시 의창구 팔용로404번길 2_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 팔용로404번길 2,35.2526037226032,128.611465070973,성공
경상남도 창원시 의창구 팔용로404번길 2_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 팔용로404번길 2,35.2526037226032,128.611465070973,성공
경상남도 창원시 의창구 남산로17번길 43_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 남산로17번길 43,35.2608197347967,128.616221538503,성공
경상남도 창원시 의창구 남산로17번길 43_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 남산로17번길 43,35.2608197347967,128.616221538503,성공
경상남도 창원시 의창구 남산로17번길 43_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 남산로17번길 43,35.2608197347967,128.616221538503,성공
경상남도 창원시 의창구 남산로17번길 43_4,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,4,경상남도 창원시 의창구 남산로17번길 43,35.2608197347967,128.616221538503,성공
경상남도 창원시 의창구 대원동 8-1(누리),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대원동 8-1,,,확인 필요
경상남도 창원시 의창구 대원동 99-1(늘푸른),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 대원동 99-1,,,확인 필요
경상남도 창원시 의창구 남산로9번길 9,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 남산로9번길 9,35.2606129469589,128.611969763469,성공
경상남도 창원시 의창구 도계동 413-4_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 도계동 413-4,35.2570764751288,128.640627586163,성공
경상남도 창원시 의창구 도계동 413-4_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 도계동 413-4,35.2570764751288,128.640627586163,성공
"경상남도 창원시 의창구 도계두리길6번길 3, (도계동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 도계두리길6번길 3,35.260143773034,128.632794641228,성공
"경상남도 창원시 의창구 도계두리길6번길 3, (도계동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 도계두리길6번길 3,35.260143773034,128.632794641228,성공
"경상남도 창원시 의창구 원이대로69번길 20-19, (도계동-도계시장)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 원이대로69번길 20-19,35.2568532083752,128.638082941705,성공
"경상남도 창원시 의창구 원이대로69번길 20, (도계동-도계시장입구)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 원이대로69번길 20,35.2572147566489,128.637139156631,성공
"경상남도 창원시 의창구 원이대로214번길 15, (명서동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 원이대로214번길 15,35.2442292029698,128.643104545983,성공
"경상남도 창원시 의창구 명서로89번길 14-4, (명서동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 명서로89번길 14-4,35.2495985018773,128.650236090434,성공
경상남도 창원시 의창구 명서동 187-7 (공원놀이터)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 명서동 187-7,35.2426682589846,128.647447738976,성공
경상남도 창원시 의창구 명서동 187-7 (공원놀이터)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 명서동 187-7,35.2426682589846,128.647447738976,성공
경상남도 창원시 의창구 명서동 187-7 (공원놀이터)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 의창구 명서동 187-7,35.2426682589846,128.647447738976,성공
"경상남도 창원시 의창구 명서로30번길 3, (명서동)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 의창구 명서로30번길 3,35.2499517306938,128.644713400863,성공
"경상남도 창원시 의창구 명서로4번길 5, (명서동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 명서로4번길 5,35.2484257200367,128.642522154836,성공
"경상남도 창원시 의창구 명서로4번길 5, (명서동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 의창구 명서로4번길 5,35.2484257200367,128.642522154836,성공
"경상남도 창원시 의창구 명지로 81-4, (명서동-부영상가 포함)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 의창구 명지로 81-4,35.2491933214161,128.647107245971,성공
