설치장소,설치목적,촬영범위,촬영시간,녹화물보관기간,관리책임자,카메라번호,검색용주소,latitude,longitude,좌표변환상태
"경상남도 창원시 마산합포구 3·15대로 121, (중앙동1가-반월동주민센터 뒤)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 3·15대로 121,35.1903607596579,128.562421232443,성공
"경상남도 창원시 마산합포구 3·15대로 121, (중앙동1가-반월동주민센터 뒤)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 3·15대로 121,35.1903607596579,128.562421232443,성공
"경상남도 창원시 마산합포구 중앙남6길 103, (장군동3가-장군시장오거리)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 중앙남6길 103,35.1964979279041,128.564955299454,성공
"경상남도 창원시 마산합포구 중앙남6길 103, (장군동3가-장군시장오거리)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 중앙남6길 103,35.1964979279041,128.564955299454,성공
"경상남도 창원시 마산합포구 중앙서1길 67, (장군동3가)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 중앙서1길 67,35.1955052308321,128.563795965201,성공
"경상남도 창원시 마산합포구 중앙서1길 67, (장군동3가)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 중앙서1길 67,35.1955052308321,128.563795965201,성공
"경상남도 창원시 마산합포구 완월북5길 49, 경상남도 창원시 마산합포구 ",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,"경상남도 창원시 마산합포구 완월북5길 49, 경상남도 창원시 마산합포구",35.1987152138537,128.558348509135,성공
경상남도 창원시 마산합포구 장군동4가 3-67 (성막교회 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 장군동4가 3-67,,,확인 필요
"경상남도 창원시 마산합포구 장군천로 21-7, (장군동4가)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 장군천로 21-7,35.196550681063,128.564171843449,성공
"경상남도 창원시 마산합포구 장군천로 21-7, (장군동4가)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 장군천로 21-7,35.196550681063,128.564171843449,성공
경상남도 창원시 마산합포구  완월동 115-10_1(자산아파트),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 완월동 115-10_1,,,확인 필요
경상남도 창원시 마산합포구  완월동 115-10_2(자산아파트),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 완월동 115-10_2,,,확인 필요
"경상남도 창원시 마산합포구 자산삼거리로 24, (자산동-대가삼계탕 앞)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 자산삼거리로 24,35.2035207511123,128.565227079003,성공
"경상남도 창원시 마산합포구 자산남4길 5, (자산동-미소야어린이집)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 자산남4길 5,35.2026019344667,128.56594511029,성공
"경상남도 창원시 마산합포구 자산남4길 5, (자산동-미소야어린이집)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 자산남4길 5,35.2026019344667,128.56594511029,성공
경상남도 창원시 마산합포구 자산동 산96-9 (솔밭공원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 자산동 산96-9,35.2012629284273,128.560510705562,성공
경상남도 창원시 마산합포구 자산동 산96-9 (솔밭공원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 자산동 산96-9,35.2012629284273,128.560510705562,성공
경상남도 창원시 마산합포구 자산동 23-4(그린리코공원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 자산동 23-4,35.2060802268036,128.563047263137,성공
경상남도 창원시 마산합포구 자산동 23-4(그린리코공원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 자산동 23-4,35.2060802268036,128.563047263137,성공
경상남도 창원시 마산합포구 자산동 23-4(그린리코공원)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산합포구 자산동 23-4,35.2060802268036,128.563047263137,성공
경상남도 창원시 마산합포구 자산남13길 18(국민마트 뒷골목)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 자산남13길 18,35.2013394983955,128.563789123969,성공
경상남도 창원시 마산합포구 자산남13길 18(국민마트 뒷골목)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 자산남13길 18,35.2013394983955,128.563789123969,성공
"경상남도 창원시 마산합포구 수산1길 126, (남성동-어시장 옥경상회)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 수산1길 126,35.2013181096588,128.577870421976,성공
"경상남도 창원시 마산합포구 수산1길 126, (남성동-어시장 옥경상회)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 수산1길 126,35.2013181096588,128.577870421976,성공
경상남도 창원시 마산합포구 신포동 1가 76-1(70호),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 신포동 1가 76-1,35.197321203506,128.572904884409,성공
경상남도 창원시 마산합포구 추산동 54-3 (추산공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 추산동 54-3,35.2061600182993,128.569272458454,성공
"경상남도 창원시 마산합포구 몽고정길 50, (추산동-정법사 옆)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 몽고정길 50,35.2062763618158,128.572009734642,성공
"경상남도 창원시 마산합포구 교방동1길 81, (교방동-와세대학원 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 교방동1길 81,35.2138093703911,128.566892825594,성공
"경상남도 창원시 마산합포구 교방동1길 81, (교방동-와세대학원 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 교방동1길 81,35.2138093703911,128.566892825594,성공
"경상남도 창원시 마산합포구 교방서2길 49, (교방동-교방초교 후문)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 교방서2길 49,35.2142095615297,128.564862325714,성공
"경상남도 창원시 마산합포구 교방동1길 9, (교방동-늘씬한국수)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 교방동1길 9,35.2123598106054,128.563352679435,성공
"경상남도 창원시 마산합포구 교방동1길 9, (교방동-늘씬한국수)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 교방동1길 9,35.2123598106054,128.563352679435,성공
"경상남도 창원시 마산합포구 교방시장2길 23, (교방동-빅마트 앞)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 교방시장2길 23,35.2163076487787,128.562406190301,성공
"경상남도 창원시 마산합포구 교방남1길 10-9, (교방동-청석주택 앞)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 교방남1길 10-9,35.209843493376,128.564473364156,성공
"경상남도 창원시 마산합포구 노산서18길 14, (교원동-그린웨이공원)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 노산서18길 14,35.2155290211402,128.56966825563,성공
"경상남도 창원시 마산합포구 노산서18길 14, (교원동-그린웨이공원)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 노산서18길 14,35.2155290211402,128.56966825563,성공
"경상남도 창원시 마산합포구 오동동2길 25, (오동동-탑마트 앞)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 오동동2길 25,35.2053760048549,128.580269204709,성공
"경상남도 창원시 마산합포구 오동북3길 26, (오동동-오동빨래방)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 오동북3길 26,35.2083372220935,128.57998431882,성공
"경상남도 창원시 마산합포구 오동북3길 26, (오동동-오동빨래방)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 오동북3길 26,35.2083372220935,128.57998431882,성공
"경상남도 창원시 마산합포구 문화의길 36, (오동동-오동사거리)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 문화의길 36,35.2070616708096,128.578307894754,성공
"경상남도 창원시 마산합포구 문화의길 36, (오동동-오동사거리)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 문화의길 36,35.2070616708096,128.578307894754,성공
"경상남도 창원시 마산합포구 오동동4길 1, (오동동-가고파주차장 앞)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 오동동4길 1,35.2046253176089,128.579741108773,성공
"경상남도 창원시 마산합포구 오동동4길 1, (오동동-가고파주차장 앞)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 오동동4길 1,35.2046253176089,128.579741108773,성공
경상남도 창원시 마산합포구 중성동 38-1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 중성동 38-1,35.2079878298298,128.574387015823,성공
경상남도 창원시 마산합포구 오동서8길 6,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 오동서8길 6,35.2081569114203,128.574476369896,성공
"경상남도 창원시 마산합포구 합포동4길 29, 경상남도 창원시 마산합포구 _1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 마산합포구 합포동4길 29, 경상남도 창원시 마산합포구",,,확인 필요
"경상남도 창원시 마산합포구 합포동4길 29, 경상남도 창원시 마산합포구 _2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 마산합포구 합포동4길 29, 경상남도 창원시 마산합포구",,,확인 필요
경상남도 창원시 마산합포구 상남동 190 (상남초 후문 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 상남동 190,,,확인 필요
경상남도 창원시 마산합포구 노산북8길 49-1(마산문학관 체육공원)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 노산북8길 49-1,35.2140588972504,128.574285058162,성공
"경상남도 창원시 마산합포구 노산북8길 2-2, 경상남도 창원시 성산구_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,"경상남도 창원시 마산합포구 노산북8길 2-2, 경상남도 창원시 성산구",35.2129634675721,128.571980970662,성공
"경상남도 창원시 마산합포구 노산북8길 2-2, 경상남도 창원시 성산구_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,"경상남도 창원시 마산합포구 노산북8길 2-2, 경상남도 창원시 성산구",35.2129634675721,128.571980970662,성공
경상남도 창원시 마산합포구 성호동 56 (성호시립놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 성호동 56,35.2059876483138,128.577770035587,성공
경상남도 창원시 마산합포구 상남동 64-6 (마산문학관 체육공원)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 상남동 64-6,35.2139221511218,128.574086286459,성공
경상남도 창원시 마산합포구 상남동 64-6 (마산문학관 체육공원)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산합포구 상남동 64-6,35.2139221511218,128.574086286459,성공
경상남도 창원시 마산합포구 상남동 22-2 (윈마트 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 상남동 22-2,35.2136570242234,128.571310412795,성공
경상남도 창원시 마산합포구 상남동 22-2 (윈마트 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 상남동 22-2,35.2136570242234,128.571310412795,성공
경상남도 창원시 마산합포구 상남동 71-4 (서광@ 뒤),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 상남동 71-4,35.2142940922566,128.57315036536,성공
경상남도 창원시 마산합포구 상남동 68-1 (전자고등학교 뒤),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 상남동 68-1,35.2147939353511,128.573391724798,성공
경상남도 창원시 마산합포구 산호북10길 5-1(공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 산호북10길 5-1,35.2187093792254,128.583231702651,성공
경상남도 창원시 마산합포구 산호남1길 24,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 산호남1길 24,35.2157695767788,128.581623532871,성공
경상남도 창원시 마산합포구 산호동 56-7 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 산호동 56-7,35.2176435041628,128.578524620355,성공
경상남도 창원시 마산합포구 산호동 444-50,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 산호동 444-50,35.2116236311416,128.579731852523,성공
"경상남도 창원시 마산합포구 산호동2길 46, (산호동-산호공구상가)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산합포구 산호동2길 46,35.2183016167594,128.588043739104,성공
"경상남도 창원시 마산합포구 산호동2길 46, (산호동-산호공구상가)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산합포구 산호동2길 46,35.2183016167594,128.588043739104,성공
경상남도 창원시 마산합포구 용마산길 142_1(산호공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 용마산길 142_1,,,확인 필요
경상남도 창원시 마산합포구 용마산길 142_1(산호공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 용마산길 142_1,,,확인 필요
경상남도 창원시 마산합포구 용마산길 142_1(산호공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산합포구 용마산길 142_1,,,확인 필요
경상남도 창원시 마산회원구 내서읍 삼계리 12 (삼풍공원 내),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 삼계리 12,35.2334583040531,128.501280468331,성공
경상남도 창원시 마산회원구 내서읍 삼계리 41 (광려초교 옆 어린이놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 삼계리 41,35.2276676449998,128.503667370882,성공
경상남도 창원시 마산회원구 내서읍 삼계리 504-5 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 삼계리 504-5,35.2311481555144,128.495106060733,성공
경상남도 창원시 마산회원구 내서읍 상곡로 22 (경남은행 삼거리),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 상곡로 22,35.2427744154999,128.503033672164,성공
경상남도 창원시 마산회원구 내서읍 신감리 14-10 (신감마을 입구),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 신감리 14-10,,,확인 필요
경상남도 창원시 마산회원구 내서읍 중리공단로2길 17 (동성정밀 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 중리공단로2길 17,35.243159372202,128.509553835717,성공
경상남도 창원시 마산회원구 내서읍 호계본동로 54 (호계운동장 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 내서읍 호계본동로 54,35.264576273282,128.519673900156,성공
경상남도 창원시 마산회원구 내서읍 호계본동로 54 (호계운동장 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 내서읍 호계본동로 54,35.264576273282,128.519673900156,성공
경상남도 창원시 마산회원구 내서읍 용담로 68 (대호빌라 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 내서읍 용담로 68,35.261576156024,128.508844026275,성공
경상남도 창원시 마산회원구 내서읍 용담로 68 (대호빌라 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 내서읍 용담로 68,35.261576156024,128.508844026275,성공
경상남도 창원시 마산회원구 내서읍 신목길 5_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 내서읍 신목길 5,35.1925415772366,128.496017221155,성공
경상남도 창원시 마산회원구 내서읍 신목길 5_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 내서읍 신목길 5,35.1925415772366,128.496017221155,성공
경상남도 창원시 마산회원구 내서읍 삼계리 12(58호),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 삼계리 12,35.2334583040531,128.501280468331,성공
경상남도 창원시 마산회원구 내서읍 삼계리 41(57호)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 내서읍 삼계리 41,35.2276676449998,128.503667370882,성공
경상남도 창원시 마산회원구 내서읍 삼계리 41(57호)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 내서읍 삼계리 41,35.2276676449998,128.503667370882,성공
경상남도 창원시 마산회원구 내서읍 삼계리 504-5(61호),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 내서읍 삼계리 504-5,35.2311481555144,128.495106060733,성공
경상남도 창원시 마산회원구 내서읍 송평로 361_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 내서읍 송평로 361,35.2588428346434,128.538281130892,성공
경상남도 창원시 마산회원구 내서읍 송평로 361_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 내서읍 송평로 361,35.2588428346434,128.538281130892,성공
경상남도 창원시 마산회원구 내서읍 송평로 361_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 내서읍 송평로 361,35.2588428346434,128.538281130892,성공
"경상남도 창원시 마산회원구 회원동28길 13, (회원동-선진@ 뒤 삼거리)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동28길 13,35.2160605147851,128.576786725944,성공
"경상남도 창원시 마산회원구 회원동28길 13, (회원동-선진@ 뒤 삼거리)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동28길 13,35.2160605147851,128.576786725944,성공
"경상남도 창원시 마산회원구 회원동15길 63, (회원동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동15길 63,35.2218139035172,128.571729375676,성공
"경상남도 창원시 마산회원구 회원동15길 63, (회원동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동15길 63,35.2218139035172,128.571729375676,성공
경상남도 창원시 마산회원구 회원동 32-1(회원1동 자율방범대 옆 공원),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 회원동 32-1,35.2214640621517,128.57262990188,성공
"경상남도 창원시 마산회원구 회원동로 59, (회원동-엔크린 주유소 뒤)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동로 59,35.2199434971083,128.575311896157,성공
"경상남도 창원시 마산회원구 회원동로 59, (회원동-엔크린 주유소 뒤)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동로 59,35.2199434971083,128.575311896157,성공
"경상남도 창원시 마산회원구 회원동북로 9, (회원동-대승할인마트)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동북로 9,35.2218014930562,128.575186583014,성공
"경상남도 창원시 마산회원구 회원동북로 9, (회원동-대승할인마트)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동북로 9,35.2218014930562,128.575186583014,성공
"경상남도 창원시 마산회원구 회원동북로 9, (회원동-대승할인마트)_3",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 회원동북로 9,35.2218014930562,128.575186583014,성공
경상남도 창원시 마산회원구 회원동 52-11(회원동주민센터 앞)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동 52-11,35.2181135038616,128.573880478139,성공
경상남도 창원시 마산회원구 회원동 52-11(회원동주민센터 앞)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동 52-11,35.2181135038616,128.573880478139,성공
경상남도 창원시 마산회원구 회원동 52-11(회원동주민센터 앞)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 회원동 52-11,35.2181135038616,128.573880478139,성공
경상남도 창원시 마산회원구 회원남로 81_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원남로 81,35.2193164124756,128.570124252093,성공
경상남도 창원시 마산회원구 회원남로 81_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원남로 81,35.2193164124756,128.570124252093,성공
경상남도 창원시 마산회원구 회원남로 81_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 회원남로 81,35.2193164124756,128.570124252093,성공
경상남도 창원시 마산회원구 회원동12길 144(지혜피아노학원 주변)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동12길 144,35.2248089173392,128.571803612937,성공
경상남도 창원시 마산회원구 회원동12길 144(지혜피아노학원 주변)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동12길 144,35.2248089173392,128.571803612937,성공
경상남도 창원시 마산회원구 회원동12길 144(지혜피아노학원 주변)_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 회원동12길 144,35.2248089173392,128.571803612937,성공
경상남도 창원시 마산회원구 회원동12길 32_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원동12길 32,35.2200371148191,128.573470528351,성공
경상남도 창원시 마산회원구 회원동12길 32_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원동12길 32,35.2200371148191,128.573470528351,성공
경상남도 창원시 마산회원구 회원동12길 32_3,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,3,경상남도 창원시 마산회원구 회원동12길 32,35.2200371148191,128.573470528351,성공
"경상남도 창원시 마산회원구 회원서1길 37, (회원동-회원빌라 옆)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원서1길 37,35.2238994489248,128.569271089581,성공
"경상남도 창원시 마산회원구 회원서1길 37, (회원동-회원빌라 옆)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원서1길 37,35.2238994489248,128.569271089581,성공
경상남도 창원시 마산회원구 회원2동 462-10,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 회원2동 462-10,35.2168050895842,128.568798784231,성공
"경상남도 창원시 마산회원구 회원남23길 28, (회원동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원남23길 28,,,확인 필요
"경상남도 창원시 마산회원구 회원남23길 28, (회원동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원남23길 28,,,확인 필요
"경상남도 창원시 마산회원구 회원북28길 46, (회원동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원북28길 46,35.2213216088498,128.56581531251,성공
"경상남도 창원시 마산회원구 회원북28길 46, (회원동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원북28길 46,35.2213216088498,128.56581531251,성공
"경상남도 창원시 마산회원구 회원서10길 27, (회원동-고운빌라 옆)",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 회원서10길 27,35.2176955409381,128.559276312937,성공
경상남도 창원시 마산회원구 회원동 628-1 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 회원동 628-1,35.2215887184941,128.567125729723,성공
경상남도 창원시 마산회원구 회원동 668-1 (공원놀이터),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 회원동 668-1,35.2195470030351,128.563820100972,성공
"경상남도 창원시 마산회원구 회원북24길 10, (회원동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원북24길 10,35.2209232978481,128.564523251999,성공
"경상남도 창원시 마산회원구 회원북24길 10, (회원동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원북24길 10,35.2209232978481,128.564523251999,성공
경상남도 창원시 마산회원구 회원남2길 17_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원남2길 17,,,확인 필요
경상남도 창원시 마산회원구 회원남2길 17_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원남2길 17,,,확인 필요
경상남도 창원시 마산회원구 회원북16길 35_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 회원북16길 35,,,확인 필요
경상남도 창원시 마산회원구 회원북16길 35_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 회원북16길 35,,,확인 필요
경상남도 창원시 마산회원구 석전1동 139-9,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 석전1동 139-9,,,확인 필요
경상남도 창원시 마산회원구 석전1동 272-21 (공원놀이터)_1,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 석전1동 272-21,35.2310238893404,128.566802373097,성공
경상남도 창원시 마산회원구 석전1동 272-21 (공원놀이터)_2,방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 석전1동 272-21,35.2310238893404,128.566802373097,성공
경상남도 창원시 마산회원구 석전1동 285 (개나리@ 앞),방범,전방100M 이내,00:00~24:00,30일,시민안전과장,,경상남도 창원시 마산회원구 석전1동 285,,,확인 필요
"경상남도 창원시 마산회원구 석전남9길 53, (석전동)_1",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,1,경상남도 창원시 마산회원구 석전남9길 53,35.2267245742913,128.572615985522,성공
"경상남도 창원시 마산회원구 석전남9길 53, (석전동)_2",방범,전방100M 이내,00:00~24:00,30일,시민안전과장,2,경상남도 창원시 마산회원구 석전남9길 53,35.2267245742913,128.572615985522,성공
