표찰번호,주소,경도,위도
무역로-05 R-02,의창구 내리동 무역로,128.6292091,35.21867917
무역로-05 R-05,의창구 내리동 무역로,128.6277105,35.21774259
무역로-05 R-06,의창구 내리동 무역로,128.6271625,35.21742813
무역로-05 R-03,의창구 내리동 무역로,128.6286669,35.21833805
무역로-05 R-01,의창구 내리동 무역로,128.6296874,35.21898899
무역로-05 R-04,의창구 내리동 무역로,128.628247,35.21807333
무역로-05 L-03,의창구 내리동 무역로,128.6312174,35.21994142
무역로-05 L-01,의창구 내리동 무역로,128.6302236,35.21932367
무역로-05 L-05,의창구 내리동 무역로,128.6322561,35.22059193
무역로-05 L-02,의창구 내리동 무역로,128.6307351,35.21964422
무역로-05 L-04,의창구 내리동 무역로,128.6317328,35.22026135
무역로-05 L-06,의창구 팔용동 무역로459번길,128.6326612,35.22085292
무역로-05 L-06,의창구 팔용동 무역로459번길,128.6326612,35.22085292
무역로-06 R-04,의창구 내리동 무역로,128.6321434,35.22027756
무역로-06 R-02,의창구 내리동 무역로,128.6311304,35.21964047
무역로-06 R-01,의창구 내리동 무역로,128.6306319,35.21932934
무역로-06 R-03,의창구 내리동 무역로,128.6316353,35.21996072
무역로-06 R-05,의창구 내리동 무역로,128.6325985,35.22055646
무역로-06 L-04,의창구 내리동 무역로,128.6286203,35.21807554
무역로-06 L-02,의창구 내리동 무역로,128.6296255,35.21870415
무역로-06 L-06,의창구 내리동 무역로,128.6276103,35.21744141
무역로-06 L-01,의창구 내리동 무역로,128.63013,35.21901756
무역로-06 L-03,의창구 내리동 무역로,128.6291244,35.21839021
무역로-06 L-05,의창구 내리동 무역로,128.6281098,35.21775548
무역로-06 L-07,의창구 내리동 무역로,128.6270532,35.21716695
가술산단남로-01 R1-02,의창구 대산면 가술산단남로,128.7020001,35.33213282
가술산단남로-01 R1-07,의창구 대산면 가술산단남로,128.7029513,35.33154489
가술산단남로-01 R1-05,의창구 대산면 가술산단남로,128.7024756,35.33183877
가술산단남로-01 R1-03,의창구 대산면 가술산단남로,128.7020826,35.33206347
가술산단남로-01 R4-01,의창구 대산면 가술산단남로,128.7018787,35.33271478
가술산단남로-01 R4-02,의창구 대산면 가술산단남로,128.7021402,35.33299047
가술산단남로-01 R2-01,의창구 대산면 가술산단남로,128.701811,35.33246452
가술산단남로-01 R1-08,의창구 대산면 가술산단남로,128.7031875,35.33139862
가술산단남로-01 R1-01,의창구 대산면 가술산단남로,128.7017862,35.33226542
가술산단남로-01 R1-04,의창구 대산면 가술산단남로,128.7022378,35.33198623
가술산단남로-01 R1-06,의창구 대산면 가술산단남로,128.7027139,35.33169177
가술산단남로-01 R3-06,의창구 대산면 가술산단남로,128.7002195,35.33323623
가술산단남로-01 R3-04,의창구 대산면 가술산단남로,128.7007495,35.33290887
가술산단남로-01 R3-01,의창구 대산면 가술산단남로,128.7012774,35.33258375
가술산단남로-01 R3-02,의창구 대산면 가술산단남로,128.7011287,35.33267639
가술산단남로-01 R3-08,의창구 대산면 가술산단남로,128.6997446,35.33352855
가술산단남로-01 L-05,의창구 대산면 주남로503번길,128.7005916,35.3321015
가술산단남로-01 L-02,의창구 대산면,128.7012802,35.33211333
가술산단남로-01 R3-05,의창구 대산면 가술산단남로,128.7004746,35.33307837
가술산단남로-01 R3-03,의창구 대산면 가술산단남로,128.7010215,35.33274215
가술산단남로-01 R2-02,의창구 대산면 가술산단남로,128.7015328,35.33252331
가술산단남로-01 R3-09,의창구 대산면 가술산단남로,128.6995475,35.33365034
가술산단남로-01 R3-07,의창구 대산면 가술산단남로,128.6999566,35.33339819
가술산단남로-01 R4-01,의창구 대산면 가술산단남로,128.699547,35.33386333
가술산단남로-01 L-04,의창구 대산면 주남로503번길,128.7008386,35.33202106
가술산단남로-01 L-03,의창구 대산면 주남로503번길,128.7010299,35.33193382
가술산단남로-01 L-01,의창구 대산면,128.7014562,35.33229234
가술산단남로-02 R1-02,의창구 대산면 가술산단남로,128.6980699,35.33456339
가술산단남로-02 R1-04,의창구 대산면 가술산단남로,128.698518,35.33428589
가술산단남로-02 R1-06,의창구 대산면 가술산단남로,128.6990608,35.33395019
가술산단남로-02 R1-08,의창구 대산면,128.6990997,35.33350752
가술산단남로-02 R2-09,의창구 대산면 가술산단남로,128.6957079,35.33602282
가술산단남로-02 R2-07,의창구 대산면 가술산단남로,128.6961982,35.33571969
가술산단남로-02 R2-05,의창구 대산면 가술산단남로,128.6966854,35.33541896
가술산단남로-02 R2-03,의창구 대산면 가술산단남로,128.697222,35.33508644
가술산단남로-02 L-01,의창구 대산면,128.6973999,35.33457531
가술산단남로-02 R1-01,의창구 대산면 가술산단남로,128.6978645,35.33468953
가술산단남로-02 R1-03,의창구 대산면 가술산단남로,128.6982887,35.33442732
가술산단남로-02 R1-05,의창구 대산면 가술산단남로,128.6987986,35.33411272
가술산단남로-02 R1-07,의창구 대산면,128.6992625,35.33368643
가술산단남로-02 R3-01,의창구 대산면,128.6978473,35.33490759
가술산단남로-02 R1-09,의창구 대산면,128.6989349,35.33332669
가술산단남로-02 R1-10,의창구 대산면 주남로503번길,128.6986913,35.33331217
가술산단남로-02 R2-10,의창구 대산면 가술산단남로,128.695485,35.33616057
가술산단남로-02 R2-08,의창구 대산면 가술산단남로,128.6959481,35.33587357
가술산단남로-02 R2-06,의창구 대산면 가술산단남로,128.6964452,35.33556657
가술산단남로-02 R2-04,의창구 대산면 가술산단남로,128.6969432,35.33525866
가술산단남로-02 R2-02,의창구 대산면 가술산단남로,128.6974527,35.33494481
가술산단남로-02 R2-01,의창구 대산면,128.6975571,35.33473907
가술산단남로-02 L-03,의창구 대산면 주남로503번길,128.6968891,35.33434188
가술산단남로-02 L-02,의창구 대산면,128.6972422,35.33441259
가술산단동로-01 R-04,의창구 대산면 진산대로,128.7102823,35.33002087
가술산단동로-01 R-06,의창구 대산면 진산대로,128.7108006,35.32965166
가술산단동로-01 R-02,의창구 대산면 진산대로,128.7098084,35.33039849
가술산단동로-01 R-08,의창구 대산면 진산대로,128.7112936,35.32929602
가술산단동로-01 R-05,의창구 대산면 진산대로,128.7105279,35.32984216
가술산단동로-01 R-03,의창구 대산면 진산대로,128.7100427,35.33020754
가술산단동로-01 R-01,의창구 대산면 진산대로,128.7095986,35.33060451
가술산단동로-01 R-09,의창구 대산면 진산대로,128.7114597,35.32917568
가술산단동로-01 R-07,의창구 대산면 진산대로,128.7110585,35.32946694
가술산단동로-01 L1-01,의창구 대산면 진산대로,128.709077,35.33163188
가술산단동로-01 L1-04,의창구 대산면 진산대로,128.70896,35.33261357
가술산단동로-01 L1-03,의창구 대산면 진산대로,128.7089717,35.33217827
가술산단동로-01 L1-06,의창구 대산면 진산대로,128.7089482,35.33299918
가술산단동로-01 L2-03,의창구 대산면 진산대로355번길,128.7082618,35.3321858
가술산단동로-01 L2-02,의창구 대산면 진산대로355번길,128.7084531,35.33231703
가술산단동로-01 L1-02,의창구 대산면 진산대로,128.7090075,35.33190458
가술산단동로-01 L1-05,의창구 대산면 진산대로,128.7089546,35.33280118
가술산단동로-01 L2-01,의창구 대산면 진산대로,128.7087695,35.33249853
가술산단동로-02 R-03,의창구 대산면 가술산단동로,128.7069359,35.3289646
가술산단동로-02 R-03,의창구 대산면 가술산단동로,128.7069359,35.3289646
가술산단동로-02 R-01,의창구 대산면 가술산단동로,128.7075361,35.32946344
가술산단동로-02 R-01,의창구 대산면 가술산단동로,128.7075361,35.32946344
가술산단동로-02 L-01,의창구 대산면 가술산단동로,128.7084394,35.33020417
가술산단동로-02 L-01,의창구 대산면 가술산단동로,128.7084394,35.33020417
가술산단동로-02 L-02,의창구 대산면 가술산단동로,128.708754,35.33047035
가술산단동로-02 L-02,의창구 대산면 가술산단동로,128.708754,35.33047035
가술산단동로-02 L-03,의창구 대산면 가술산단동로,128.7090277,35.33071067
가술산단동로-02 L-03,의창구 대산면 가술산단동로,128.7090277,35.33071067
가술산단동로-02 R-04,의창구 대산면 가술산단동로,128.7066056,35.32869015
가술산단동로-02 R-04,의창구 대산면 가술산단동로,128.7066056,35.32869015
가술산단동로-02 R-02,의창구 대산면 가술산단동로,128.7072254,35.32920401
가술산단동로-02 R-02,의창구 대산면 가술산단동로,128.7072254,35.32920401
가술산단동로-03 L-03,의창구 대산면 가술산단동로,128.7071037,35.32903367
가술산단동로-03 L-03,의창구 대산면 가술산단동로,128.7071037,35.32903367
가술산단동로-03 L-01,의창구 대산면 가술산단동로,128.7077204,35.32954904
가술산단동로-03 L-01,의창구 대산면 가술산단동로,128.7077204,35.32954904
가술산단동로-03 L-04,의창구 대산면 가술산단동로,128.7068314,35.32880766
가술산단동로-03 L-04,의창구 대산면 가술산단동로,128.7068314,35.32880766
가술산단동로-03 R-02,의창구 대산면 가술산단동로,128.7086548,35.33032491
가술산단동로-03 R-02,의창구 대산면 가술산단동로,128.7086548,35.33032491
가술산단동로-03 L-02,의창구 대산면 가술산단동로,128.7074118,35.32929125
가술산단동로-03 L-02,의창구 대산면 가술산단동로,128.7074118,35.32929125
가술산단동로-03 R-01,의창구 대산면 가술산단동로,128.7083453,35.33006667
가술산단동로-03 R-01,의창구 대산면 가술산단동로,128.7083453,35.33006667
가술산단동로-03 R-03,의창구 대산면 가술산단동로,128.7089643,35.33058372
가술산단동로-03 R-03,의창구 대산면 가술산단동로,128.7089643,35.33058372
가술산단로-01 L1-02,의창구 대산면 가술산단로,128.6970212,35.33748762
가술산단로-01 R2-02,의창구 대산면 가술산단로,128.6971201,35.3369812
가술산단로-01 R2-06,의창구 대산면 가술산단로,128.6976944,35.33613724
가술산단로-01 R1-04,의창구 대산면 가술산단로,128.697169,35.33647597
가술산단로-01 R2-08,의창구 대산면 가술산단로,128.6981495,35.3358379
가술산단로-01 R1-06,의창구 대산면 가술산단로,128.6975254,35.33602281
가술산단로-01 L2-01,의창구 대산면 가술산단로,128.696761,35.33791687
가술산단로-01 R1-02,의창구 대산면 가술산단로,128.6968971,35.33693059
가술산단로-01 R1-08,의창구 대산면 가술산단로,128.6980248,35.33566072
가술산단로-01 R3-01,의창구 대산면,128.6980494,35.33525048
가술산단로-01 R2-04,의창구 대산면 가술산단로,128.6973785,35.3365514
가술산단로-01 R3-03,의창구 대산면 가술산단남로,128.6976225,35.33494108
가술산단로-01 L1-03,의창구 대산면 주남로503번길,128.6968098,35.33748403
가술산단로-01 L2-12,의창구 대산면 주남로503번길,128.6948468,35.3357901
가술산단로-01 L2-10,의창구 대산면 주남로503번길,128.695175,35.33614954
가술산단로-01 L2-08,의창구 대산면 주남로503번길,128.6956315,35.33665017
가술산단로-01 L2-06,의창구 대산면 주남로503번길,128.6960092,35.33706335
가술산단로-01 L4-01,의창구 대산면 주남로503번길,128.6964931,35.33733478
가술산단로-01 L2-03,의창구 대산면 주남로503번길,128.6964541,35.33745479
가술산단로-01 L3-08,의창구 대산면 주남로503번길,128.696843,35.33428483
가술산단로-01 L3-06,의창구 대산면 주남로503번길,128.696072,35.33474528
가술산단로-01 L3-04,의창구 대산면 주남로503번길,128.6955394,35.33506077
가술산단로-01 L3-07,의창구 대산면 주남로503번길,128.6966016,35.33443984
가술산단로-01 L3-02,의창구 대산면 주남로503번길,128.6950847,35.33536307
가술산단로-01 L1-01,의창구 대산면 가술산단로,128.6969159,35.33756596
가술산단로-01 L1-04,의창구 대산면 가술산단로,128.6969087,35.3373934
가술산단로-01 R2-07,의창구 대산면 가술산단로,128.6978958,35.3359732
가술산단로-01 R1-05,의창구 대산면 가술산단로,128.6973241,35.33623526
가술산단로-01 R2-05,의창구 대산면 가술산단로,128.6975104,35.33631564
가술산단로-01 R1-03,의창구 대산면 가술산단로,128.6970164,35.33671541
가술산단로-01 R2-03,의창구 대산면 가술산단로,128.697238,35.33677999
가술산단로-01 R2-01,의창구 대산면 가술산단로,128.6970389,35.33720024
가술산단로-01 R1-07,의창구 대산면 가술산단로,128.6977706,35.33583529
가술산단로-01 R1-01,의창구 대산면 가술산단로,128.6967873,35.3371684
가술산단로-01 R3-02,의창구 대산면,128.6978796,35.33507405
가술산단로-01 L2-02,의창구 대산면 주남로503번길,128.6966033,35.33752368
가술산단로-01 L2-05,의창구 대산면 주남로503번길,128.6961937,35.33726527
가술산단로-01 L2-11,의창구 대산면 주남로503번길,128.695013,35.33597346
가술산단로-01 L2-09,의창구 대산면 주남로503번길,128.695323,35.33631175
가술산단로-01 L2-07,의창구 대산면 주남로503번길,128.6958245,35.33686134
가술산단로-01 L4-02,의창구 대산면 주남로503번길,128.6955204,35.33639745
가술산단로-01 L2-04,의창구 대산면 주남로503번길,128.6963233,35.33735992
가술산단로-01 L3-01,의창구 대산면 주남로503번길,128.6948793,35.33549442
가술산단로-01 L3-05,의창구 대산면 주남로503번길,128.6957961,35.33490305
가술산단로-01 L3-03,의창구 대산면 주남로503번길,128.6953177,35.3352033
가술산단로-02 R-08,의창구 대산면 가술산단로,128.7044573,35.33192637
가술산단로-02 R-06,의창구 대산면 가술산단로,128.7039959,35.33216435
가술산단로-02 R-04,의창구 대산면 가술산단로,128.7034956,35.33248375
가술산단로-02 R-02,의창구 대산면 가술산단로,128.7029268,35.33277626
가술산단로-02 R-12,의창구 대산면 주남로,128.7053113,35.33140301
가술산단로-02 R-10,의창구 대산면 주남로,128.7048798,35.33166686
가술산단로-02 L1-05,의창구 대산면 가술산단로,128.7009315,35.33394755
가술산단로-02 L1-03,의창구 대산면 가술산단로,128.7014736,35.3336389
가술산단로-02 L1-07,의창구 대산면 가술산단로,128.7003733,35.33423759
가술산단로-02 L1-01,의창구 대산면 가술산단로,128.7019917,35.33328619
가술산단로-02 L1-08,의창구 대산면 가술산단로,128.6996685,35.33464947
가술산단로-02 L1-10,의창구 대산면 가술산단로,128.6991623,35.33495936
가술산단로-02 L1-12,의창구 대산면 가술산단로,128.6986818,35.33525602
가술산단로-02 L2-02,의창구 대산면,128.699725,35.33419428
가술산단로-02 R-09,의창구 대산면 가술산단로,128.7046443,35.3318117
가술산단로-02 R-07,의창구 대산면 가술산단로,128.7042901,35.3320076
가술산단로-02 R-05,의창구 대산면 가술산단로,128.7037396,35.33231116
가술산단로-02 R-03,의창구 대산면 가술산단로,128.7032201,35.33264034
가술산단로-02 R-01,의창구 대산면 가술산단로,128.7026524,35.33293285
가술산단로-02 R-13,의창구 대산면 주남로,128.7055717,35.33124291
가술산단로-02 R-11,의창구 대산면 주남로,128.7051179,35.33152088
가술산단로-02 L1-04,의창구 대산면 가술산단로,128.701205,35.33379125
가술산단로-02 L1-02,의창구 대산면 가술산단로,128.7017412,35.3334766
가술산단로-02 L1-06,의창구 대산면 가술산단로,128.7006439,35.33408041
가술산단로-02 L1-09,의창구 대산면 가술산단로,128.6994194,35.33480101
가술산단로-02 L1-11,의창구 대산면 가술산단로,128.6989232,35.33510633
가술산단로-02 L2-01,의창구 대산면,128.699892,35.33437768
가술산단로-02 L2-04,의창구 대산면 가술산단남로,128.6993042,35.33390015
가술산단로-02 L2-03,의창구 대산면,128.6995695,35.33402293
가술산단로-03 L1-04,의창구 대산면 가술산단로,128.7036154,35.33262961
가술산단로-03 L1-02,의창구 대산면 가술산단로,128.7030815,35.33293341
가술산단로-03 L1-06,의창구 대산면 가술산단로,128.7041472,35.33234319
가술산단로-03 L1-08,의창구 대산면 가술산단로,128.7047585,35.33194615
가술산단로-03 L1-10,의창구 대산면 가술산단로,128.7052384,35.33165169
가술산단로-03 R-09,의창구 대산면 가술산단로,128.6998792,35.33476906
가술산단로-03 R-11,의창구 대산면 가술산단로,128.6993425,35.33509205
가술산단로-03 R-13,의창구 대산면 가술산단로,128.6988291,35.33541511
가술산단로-03 L2-01,의창구 대산면 봉강가술로,128.7044706,35.33225768
가술산단로-03 R-05,의창구 대산면 가술산단로,128.7010725,35.33409999
가술산단로-03 R-06,의창구 대산면 가술산단로,128.7007975,35.33425604
가술산단로-03 R-07,의창구 대산면 가술산단로,128.7005318,35.33440819
가술산단로-03 L1-01,의창구 대산면 가술산단로,128.7028109,35.33310701
가술산단로-03 L1-03,의창구 대산면 가술산단로,128.703333,35.33277504
가술산단로-03 R-04,의창구 대산면 가술산단로,128.7013239,35.33392368
가술산단로-03 R-02,의창구 대산면 가술산단로,128.7018914,35.33363172
가술산단로-03 R-03,의창구 대산면 가술산단로,128.70159,35.33377105
가술산단로-03 R-01,의창구 대산면 가술산단로,128.7021656,35.33346786
가술산단로-03 L1-05,의창구 대산면 가술산단로,128.7038977,35.33248522
가술산단로-03 L1-07,의창구 대산면 가술산단로,128.7045245,35.33208963
가술산단로-03 L1-09,의창구 대산면 가술산단로,128.7049973,35.33180008
가술산단로-03 L1-11,의창구 대산면 가술산단로,128.7054727,35.3315074
가술산단로-03 L1-12,의창구 대산면 가술산단로,128.7056945,35.33137157
가술산단로-03 R-08,의창구 대산면 가술산단로,128.700345,35.33454127
가술산단로-03 R-10,의창구 대산면 가술산단로,128.6996108,35.3349401
가술산단로-03 R-12,의창구 대산면 가술산단로,128.6990742,35.33526309
가술산단로-04 L-08,의창구 대산면 주남로508번길,128.7054935,35.329398
가술산단로-04 L-10,의창구 대산면 주남로508번길,128.705834,35.32906452
가술산단로-04 L-12,의창구 대산면 주남로508번길,128.7062206,35.32875833
가술산단로-04 L-01,의창구 대산면 주남로,128.7060694,35.33068875
가술산단로-04 L-04,의창구 대산면 주남로,128.7057553,35.33012865
가술산단로-04 L-03,의창구 대산면 주남로,128.7058582,35.33031265
가술산단로-04 R-01,의창구 대산면 가술산단로,128.7063624,35.33072532
가술산단로-04 R-03,의창구 대산면 가술산단로,128.7068705,35.33041388
가술산단로-04 R-07,의창구 대산면 가술산단로,128.707862,35.3298369
가술산단로-04 R-05,의창구 대산면 가술산단로,128.7073883,35.33012942
가술산단로-04 L-11,의창구 대산면 주남로508번길,128.7060302,35.32890973
가술산단로-04 L-13,의창구 대산면 주남로508번길,128.7064113,35.32860746
가술산단로-04 L-09,의창구 대산면 주남로508번길,128.7056517,35.32922441
가술산단로-04 L-06,의창구 대산면 주남로,128.7055515,35.32976701
가술산단로-04 L-02,의창구 대산면 주남로,128.7059634,35.33049964
가술산단로-04 L-05,의창구 대산면 주남로,128.7056544,35.32994959
가술산단로-04 L-07,의창구 대산면 주남로,128.7054498,35.32958522
가술산단로-04 R-02,의창구 대산면 가술산단로,128.7066251,35.3305641
가술산단로-04 R-06,의창구 대산면 가술산단로,128.7076311,35.32997996
가술산단로-04 R-04,의창구 대산면 가술산단로,128.7071207,35.33026038
가술산단북로-01 R3-01,의창구 대산면 봉강가술로,128.7047145,35.33265148
가술산단북로-01 R2-02,의창구 대산면,128.7026908,35.3335809
가술산단북로-01 R1-01,의창구 대산면 가술산단북로,128.7011055,35.33497996
가술산단북로-01 R1-03,의창구 대산면 가술산단북로,128.7015998,35.33467638
가술산단북로-01 R1-05,의창구 대산면 가술산단북로,128.7021129,35.33436257
가술산단북로-01 R1-07,의창구 대산면 가술산단북로,128.7026227,35.33404936
가술산단북로-01 R1-09,의창구 대산면 가술산단북로,128.7033614,35.33359697
가술산단북로-01 R1-13,의창구 대산면 가술산단북로,128.7042785,35.33303446
가술산단북로-01 R1-11,의창구 대산면 가술산단북로,128.7038198,35.33331585
가술산단북로-01 L2-14,의창구 대산면 봉강가술로,128.6974328,35.33695355
가술산단북로-01 L2-02,의창구 대산면 봉강가술로,128.6998278,35.33509211
가술산단북로-01 L2-10,의창구 대산면 봉강가술로,128.6978173,35.3363157
가술산단북로-01 L2-12,의창구 대산면 봉강가술로,128.697584,35.33665468
가술산단북로-01 L2-08,의창구 대산면 봉강가술로,128.6982432,35.33601455
가술산단북로-01 L2-04,의창구 대산면 봉강가술로,128.6993356,35.3353914
가술산단북로-01 L2-06,의창구 대산면 봉강가술로,128.69895,35.3356465
가술산단북로-01 L1-02,의창구 대산면 봉강가술로,128.7005779,35.33499406
가술산단북로-01 R3-02,의창구 대산면 봉강가술로,128.7045387,35.33245681
가술산단북로-01 R2-01,의창구 대산면,128.7028579,35.33375705
가술산단북로-01 R1-06,의창구 대산면 가술산단북로,128.7023679,35.3342052
가술산단북로-01 R1-08,의창구 대산면 가술산단북로,128.70313,35.33373589
가술산단북로-01 R1-12,의창구 대산면 가술산단북로,128.7040446,35.33317829
가술산단북로-01 R1-04,의창구 대산면 가술산단북로,128.7018557,35.33451985
가술산단북로-01 R1-14,의창구 대산면 가술산단북로,128.7045073,35.33289361
가술산단북로-01 R1-02,의창구 대산면 가술산단북로,128.7013486,35.33483006
가술산단북로-01 R1-10,의창구 대산면 가술산단북로,128.7035522,35.33347374
가술산단북로-01 L2-03,의창구 대산면 봉강가술로,128.6995413,35.33525439
가술산단북로-01 L1-01,의창구 대산면 가술산단북로,128.700851,35.33513593
가술산단북로-01 L2-13,의창구 대산면 봉강가술로,128.6974923,35.33680386
가술산단북로-01 L2-11,의창구 대산면 봉강가술로,128.6976842,35.33646478
가술산단북로-01 L2-07,의창구 대산면 봉강가술로,128.6984758,35.33590303
가술산단북로-01 L2-09,의창구 대산면 봉강가술로471번길,128.6980158,35.33616551
가술산단북로-01 L2-05,의창구 대산면 봉강가술로,128.6991425,35.33550807
가술산단북로-01 L1-03,의창구 대산면 봉강가술로,128.7004355,35.33483765
가술산단북로-01 L1-04,의창구 대산면 봉강가술로,128.7002851,35.33470158
가술산단북로-01 L2-01,의창구 대산면 봉강가술로,128.7000125,35.33496152
대산북로-01 R2-01,의창구 대산면 대산북로,128.7016936,35.36664896
대산북로-01 R2-03,의창구 대산면 대산북로,128.7023437,35.36639326
대산북로-01 R2-02,의창구 대산면 대산북로,128.7020082,35.36651251
대산북로-01 L3-05,의창구 대산면 초하로,128.7029225,35.36977553
대산북로-01 L3-03,의창구 대산면 초하로,128.7022066,35.36849578
대산북로-01 L3-04,의창구 대산면 초하로,128.7025643,35.36913309
대산북로-01 L3-01,의창구 대산면 초하로,128.7014889,35.36721791
대산북로-01 L3-02,의창구 대산면 초하로,128.7018415,35.36785233
대산북로-01 L2-05,의창구 대산면 초하로,128.702811,35.36938976
대산북로-01 L2-02,의창구 대산면 초하로,128.7017527,35.36750293
대산북로-01 L2-04,의창구 대산면 초하로,128.7024555,35.36875453
대산북로-01 L2-01,의창구 대산면 초하로,128.701419,35.36690417
대산북로-01 L2-03,의창구 대산면 초하로,128.7021044,35.36812842
밀양대로-01 R1-21,의창구 대산면 밀양대로,128.7158745,35.36883914
밀양대로-01 R1-28,의창구 대산면 밀양대로,128.7173313,35.37176204
밀양대로-01 R1-26,의창구 대산면 밀양대로,128.7169152,35.37092589
밀양대로-01 R1-27,의창구 대산면 밀양대로,128.7171214,35.37134414
밀양대로-01 R1-17,의창구 대산면 밀양대로,128.7150444,35.36717154
밀양대로-01 R1-18,의창구 대산면 밀양대로,128.7152517,35.3675897
밀양대로-01 R1-30,의창구 대산면 밀양대로,128.7177653,35.37255002
밀양대로-01 R1-29,의창구 대산면 밀양대로,128.7175554,35.37213213
밀양대로-01 R1-07,의창구 대산면 밀양대로,128.7129602,35.3630659
밀양대로-01 R1-06,의창구 대산면 밀양대로,128.7127536,35.36264647
밀양대로-01 R1-05,의창구 대산면 밀양대로,128.7125438,35.36223407
밀양대로-01 R1-11,의창구 대산면 밀양대로,128.7137891,35.36473469
밀양대로-01 R1-10,의창구 대산면 밀양대로,128.713583,35.36431761
밀양대로-01 R1-09,의창구 대산면 밀양대로,128.7133729,35.36390097
밀양대로-01 R1-08,의창구 대산면 밀양대로,128.7131675,35.36348533
밀양대로-01 R1-01,의창구 대산면 밀양대로,128.711707,35.36056336
밀양대로-01 R1-02,의창구 대산면 밀양대로,128.7119159,35.36098198
밀양대로-01 R1-14,의창구 대산면 밀양대로,128.7144168,35.36598883
밀양대로-01 R1-12,의창구 대산면 밀양대로,128.7140007,35.36515268
밀양대로-01 R1-13,의창구 대산면 밀양대로,128.7142069,35.36557093
밀양대로-01 R1-03,의창구 대산면 밀양대로,128.7121302,35.36139828
밀양대로-01 R1-04,의창구 대산면 밀양대로,128.7123375,35.36181644
밀양대로-01 R1-20,의창구 대산면 밀양대로,128.7156679,35.36841972
밀양대로-01 R1-19,의창구 대산면 밀양대로,128.715458,35.36800732
밀양대로-01 R1-25,의창구 대산면 밀양대로,128.7167035,35.37050791
밀양대로-01 R1-24,의창구 대산면 밀양대로,128.7164974,35.37009083
밀양대로-01 R1-23,의창구 대산면 밀양대로,128.7162873,35.3696742
밀양대로-01 R1-22,의창구 대산면 밀양대로,128.7160819,35.36925856
밀양대로-01 R1-15,의창구 대산면 밀양대로,128.7146211,35.36633663
밀양대로-01 R1-16,의창구 대산면 밀양대로,128.7148301,35.36675525
밀양대로-01 L1-04,의창구 대산면 진산대로,128.7108829,35.35885662
밀양대로-01 L1-05,의창구 대산면 진산대로,128.7106591,35.35843508
밀양대로-01 L4-02,의창구 대산면 대산북로,128.7115043,35.35885928
밀양대로-01 L4-01,의창구 대산면 대산북로,128.711273,35.35892056
밀양대로-01 L1-03,의창구 대산면 대산북로,128.7111745,35.3592686
밀양대로-01 L1-01,의창구 대산면 밀양대로,128.71151,35.36015531
밀양대로-01 L1-02,의창구 대산면 밀양대로,128.7113141,35.35972482
밀양대로-01 L2-04,의창구 대산면 진산대로,128.7107503,35.35914239
밀양대로-01 L2-05,의창구 대산면 진산대로,128.7105601,35.35872795
밀양대로-01 L3-02,의창구 대산면 대산북로,128.7105964,35.359535
밀양대로-01 L3-01,의창구 대산면 대산북로,128.7106076,35.35971942
밀양대로-01 R2-03,의창구 대산면 밀양대로,128.7120334,35.36166457
밀양대로-01 R2-06,의창구 대산면 밀양대로,128.7126624,35.36292188
밀양대로-01 R2-05,의창구 대산면 밀양대로,128.7124558,35.36250444
밀양대로-01 R2-11,의창구 대산면 밀양대로,128.7137012,35.36500749
밀양대로-01 R2-10,의창구 대산면 밀양대로,128.7134935,35.36459032
밀양대로-01 R2-09,의창구 대산면 밀양대로,128.7132855,35.36417296
밀양대로-01 R2-08,의창구 대산면 밀양대로,128.713078,35.36375587
밀양대로-01 R2-07,의창구 대산면 밀양대로,128.7128682,35.36333743
밀양대로-01 L2-01,의창구 대산면 밀양대로,128.7114157,35.36042125
밀양대로-01 L2-02,의창구 대산면 밀양대로,128.7112066,35.36001939
밀양대로-01 L2-03,의창구 대산면 밀양대로,128.7109485,35.35960741
밀양대로-01 R2-01,의창구 대산면 밀양대로,128.711623,35.36083788
밀양대로-01 R2-02,의창구 대산면 밀양대로,128.7118331,35.36125516
밀양대로-01 R2-13,의창구 대산면 밀양대로,128.7141187,35.3658413
밀양대로-01 R2-12,의창구 대산면 밀양대로,128.7139092,35.36542476
밀양대로-01 R2-04,의창구 대산면 밀양대로,128.7122468,35.36208762
밀양대로-01 R2-17,의창구 대산면 밀양대로,128.7149317,35.3675174
밀양대로-01 R2-21,의창구 대산면 밀양대로,128.7157618,35.36918627
밀양대로-01 R2-15,의창구 대산면 밀양대로,128.7145101,35.36668295
밀양대로-01 R2-24,의창구 대산면 밀양대로,128.7163835,35.37043561
밀양대로-01 R2-27,의창구 대산면 밀양대로,128.7170113,35.37168974
밀양대로-01 R2-23,의창구 대산면 밀양대로,128.7161774,35.37001854
밀양대로-01 R2-16,의창구 대산면 밀양대로,128.7147244,35.36709924
밀양대로-01 R2-18,의창구 대산면 밀양대로,128.715138,35.36793502
밀양대로-01 R2-19,의창구 대산면 밀양대로,128.7153479,35.36834742
밀양대로-01 R2-26,의창구 대산면 밀양대로,128.7168014,35.37127185
밀양대로-01 R2-22,의창구 대산면 밀양대로,128.7159673,35.3696019
밀양대로-01 R2-20,의창구 대산면 밀양대로,128.7155545,35.36876684
밀양대로-01 R2-25,의창구 대산면 밀양대로,128.7165952,35.3708536
밀양대로-01 R2-14,의창구 대산면 밀양대로,128.7143011,35.36626433
