표찰번호,주소,경도,위도
LP-59 ,의창구 중동중앙로,128.6284607,35.25294113
LP-59 ,의창구 중동중앙로,128.6284607,35.25294113
LP-59 ,의창구 중동중앙로,128.6292107,35.25294906
LP-59 ,의창구 중동중앙로,128.6292107,35.25294906
LP-59 ,의창구 중동중앙로,128.6297493,35.25295983
LP-59 ,의창구 중동중앙로,128.6297493,35.25295983
LP-59 ,의창구 중동중앙로,128.6304109,35.25294641
LP-59 ,의창구 중동중앙로,128.6304109,35.25294641
LP-59 ,의창구 중동중앙로,128.6309788,35.25290946
LP-59 ,의창구 중동중앙로,128.6309788,35.25290946
LP-59 ,의창구 중동중앙로,128.6317445,35.25288111
LP-59 ,의창구 중동중앙로,128.6317445,35.25288111
LP-59 ,의창구 중동중앙로,128.6324004,35.25298942
LP-59 ,의창구 중동중앙로,128.6324004,35.25298942
LP-59 ,의창구 중동중앙로,128.6327021,35.25310476
LP-59 ,의창구 중동중앙로,128.6327021,35.25310476
LP-59 ,의창구 중동중앙로,128.6331506,35.25341865
LP-59 ,의창구 중동중앙로,128.6331506,35.25341865
LP-59 ,의창구 중동중앙로,128.6335925,35.25381147
LP-59 ,의창구 중동중앙로,128.6335925,35.25381147
LP-59 ,의창구 중동중앙로,128.6339576,35.25421434
LP-59 ,의창구 중동중앙로,128.6339576,35.25421434
LP-59 ,의창구 중동중앙로,128.6329356,35.25324356
LP-59 ,의창구 중동중앙로,128.6329356,35.25324356
LP-59 ,의창구 중동중앙로,128.6333659,35.25360725
LP-59 ,의창구 중동중앙로,128.6333659,35.25360725
LP-59 ,의창구 중동중앙로,128.6337862,35.25401839
LP-59 ,의창구 중동중앙로,128.6337862,35.25401839
LP-62 ,의창구 중동중앙로,128.6284709,35.25523686
LP-62 ,의창구 중동중앙로,128.6288611,35.25524287
LP-62 ,의창구 중동중앙로,128.6281084,35.25523948
LP-62 ,의창구 중동중앙로,128.6277458,35.2552376
LP-62 ,의창구 중동중앙로,128.6273914,35.25523336
LP-62 ,의창구 중동중앙로,128.6270479,35.25522897
LP-62 ,의창구 중동중앙로,128.6266771,35.2552272
LP-62 ,의창구 중동중앙로,128.6262678,35.25522594
LP-62 ,의창구 중동중앙로,128.6258503,35.2552293
LP-62 ,의창구 중동중앙로,128.6254201,35.25527789
LP-62 ,의창구 중동중앙로,128.6260586,35.25533915
LP-62 ,의창구 중동중앙로,128.6264596,35.25533827
LP-62 ,의창구 중동중앙로,128.6268413,35.25533764
LP-62 ,의창구 중동중앙로,128.6272123,35.25534392
LP-62 ,의창구 중동중앙로,128.6275502,35.25534613
LP-62 ,의창구 중동중앙로,128.6279128,35.25534576
LP-62 ,의창구 중동중앙로,128.6282755,35.25535214
LP-62 ,의창구 중동중앙로,128.6286572,35.25534926
LP-62 ,의창구 중동중앙로,128.6291935,35.25524515
LP-62 ,의창구 중동중앙로,128.6295176,35.25524304
LP-62 ,의창구 중동중앙로,128.6298142,35.25524355
LP-62 ,의창구 중동중앙로,128.6301135,35.25523727
LP-62 ,의창구 중동중앙로,128.6304432,35.25524184
LP-62 ,의창구 중동중앙로,128.6307453,35.25524002
LP-62 ,의창구 중동중앙로,128.6311244,35.25524167
LP-62 ,의창구 중동중앙로,128.6314899,35.25525026
LP-62 ,의창구 중동중앙로,128.6318587,35.25528584
LP-62 ,의창구 중동중앙로,128.6290116,35.2553535
LP-62 ,의창구 중동중앙로,128.6293468,35.25535574
LP-62 ,의창구 중동중앙로,128.6296516,35.25535389
LP-62 ,의창구 중동중앙로,128.6299591,35.25534749
LP-62 ,의창구 중동중앙로,128.630264,35.25534564
LP-62 ,의창구 중동중앙로,128.6305772,35.25535043
LP-62 ,의창구 중동중앙로,128.6308985,35.25534835
LP-62 ,의창구 중동중앙로,128.631286,35.25535665
LP-63 ,의창구 중동중앙로,128.6252804,35.25543748
LP-63 ,의창구 중동중앙로,128.6250265,35.25565042
LP-63 ,의창구 중동중앙로,128.6250265,35.25565042
LP-63 ,의창구 중동중앙로,128.6254247,35.25619932
LP-63 ,의창구 중동중앙로,128.6254247,35.25619932
LP-63 ,의창구 중동중앙로,128.6257501,35.2566726
LP-63 ,의창구 중동중앙로,128.6257501,35.2566726
LP-63 ,의창구 중동중앙로,128.6261266,35.25723081
LP-63 ,의창구 중동중앙로,128.6261266,35.25723081
LP-63 ,의창구 중동중앙로,128.6256577,35.25534904
LP-63 ,의창구 중동중앙로,128.625261,35.25597622
LP-63 ,의창구 중동중앙로,128.625261,35.25597622
LP-63 ,의창구 중동중앙로,128.6255946,35.25645389
LP-63 ,의창구 중동중앙로,128.6255946,35.25645389
LP-63 ,의창구 중동중앙로,128.6259313,35.25694504
LP-63 ,의창구 중동중앙로,128.6259313,35.25694504
LP-63 ,의창구 중동중앙로,128.6284948,35.25766533
LP-63 ,의창구 중동중앙로,128.6284948,35.25766533
LP-63 ,의창구 중동중앙로,128.6272612,35.25765489
LP-63 ,의창구 중동중앙로,128.6272612,35.25765489
LP-63 ,의창구 중동중앙로,128.6278188,35.25765415
LP-63 ,의창구 중동중앙로,128.6278188,35.25765415
LP-63 ,의창구 중동중앙로,128.626643,35.25764744
LP-63 ,의창구 중동중앙로,128.626643,35.25764744
LP-63 ,의창구 중동중앙로,128.6263442,35.25753655
LP-63 ,의창구 중동중앙로,128.6263442,35.25753655
LP-63 ,의창구 중동중앙로,128.628165,35.25765851
LP-63 ,의창구 중동중앙로,128.628165,35.25765851
LP-63 ,의창구 중동중앙로,128.6275441,35.25765334
LP-63 ,의창구 중동중앙로,128.6275441,35.25765334
LP-63 ,의창구 중동중앙로,128.6269618,35.25765442
LP-63 ,의창구 중동중앙로,128.6269618,35.25765442
LP-64 ,의창구 중동중앙로,128.6255152,35.25811771
LP-64 ,의창구 중동중앙로,128.6255152,35.25811771
LP-64 ,의창구 중동중앙로,128.626027,35.25788553
LP-64 ,의창구 중동중앙로,128.626027,35.25788553
LP-64 ,의창구 중동중앙로,128.6262458,35.25921189
LP-64 ,의창구 중동중앙로,128.6266816,35.25875317
LP-64 ,의창구 중동중앙로,128.6253195,35.25821948
LP-64 ,의창구 중동중앙로,128.6253195,35.25821948
LP-64 ,의창구 중동중앙로,128.6257762,35.25798128
LP-64 ,의창구 중동중앙로,128.6257762,35.25798128
LP-64 ,의창구 중동중앙로,128.626443,35.25794753
LP-64 ,의창구 중동중앙로,128.6267217,35.25856112
LP-64 ,의창구 중동중앙로,128.6265901,35.25829928
LP-64 ,의창구 중동중앙로,128.6264395,35.25900877
LP-64 ,의창구 중동중앙로,128.6266738,35.25781375
LP-64 ,의창구 중동중앙로,128.6266738,35.25781375
LP-64 ,의창구 중동중앙로,128.6269842,35.25780958
LP-64 ,의창구 중동중앙로,128.6269842,35.25780958
LP-64 ,의창구 중동중앙로,128.6275474,35.25781552
LP-64 ,의창구 중동중앙로,128.6275474,35.25781552
LP-64 ,의창구 중동중앙로,128.6281517,35.2578164
LP-64 ,의창구 중동중앙로,128.6281517,35.2578164
LP-64 ,의창구 중동중앙로,128.6288551,35.25782496
LP-64 ,의창구 중동중앙로,128.6288551,35.25782496
LP-64 ,의창구 중동중앙로,128.629487,35.25783447
LP-64 ,의창구 중동중앙로,128.629487,35.25783447
LP-64 ,의창구 중동중앙로,128.6306778,35.25804148
LP-64 ,의창구 중동중앙로,128.6306778,35.25804148
LP-64 ,의창구 중동중앙로,128.6300587,35.2578493
LP-64 ,의창구 중동중앙로,128.6300587,35.2578493
LP-64 ,의창구 중동중앙로,128.6272726,35.25781246
LP-64 ,의창구 중동중앙로,128.6272726,35.25781246
LP-64 ,의창구 중동중앙로,128.6278193,35.25781411
LP-64 ,의창구 중동중앙로,128.6278193,35.25781411
LP-64 ,의창구 중동중앙로,128.6284896,35.25781861
LP-64 ,의창구 중동중앙로,128.6284896,35.25781861
LP-64 ,의창구 중동중앙로,128.6291737,35.25782742
LP-64 ,의창구 중동중앙로,128.6291737,35.25782742
LP-64 ,의창구 중동중앙로,128.6297645,35.25783749
LP-64 ,의창구 중동중앙로,128.6297645,35.25783749
LP-64 ,의창구 중동중앙로,128.6303565,35.25790612
LP-64 ,의창구 중동중앙로,128.6303565,35.25790612
LP-60 ,의창구 중동중앙로,128.6232542,35.25368927
LP-60 ,의창구 중동중앙로,128.6232542,35.25368927
LP-60 ,의창구 중동중앙로,128.6228773,35.25324597
LP-60 ,의창구 중동중앙로,128.6228773,35.25324597
LP-60 ,의창구 중동중앙로,128.6223964,35.25295952
LP-60 ,의창구 중동중앙로,128.6223964,35.25295952
LP-60 ,의창구 중동중앙로,128.6218831,35.25325479
LP-60 ,의창구 중동중앙로,128.6218831,35.25325479
LP-60 ,의창구 중동중앙로,128.6213919,35.25355202
LP-60 ,의창구 중동중앙로,128.6213919,35.25355202
LP-60 ,의창구 중동중앙로,128.6234513,35.25393446
LP-60 ,의창구 중동중앙로,128.6234513,35.25393446
LP-60 ,의창구 중동중앙로,128.6230516,35.25344866
LP-60 ,의창구 중동중앙로,128.6230516,35.25344866
LP-60 ,의창구 중동중앙로,128.6226943,35.25302312
LP-60 ,의창구 중동중앙로,128.6226943,35.25302312
LP-60 ,의창구 중동중앙로,128.6221356,35.25310496
LP-60 ,의창구 중동중앙로,128.6221356,35.25310496
LP-60 ,의창구 중동중앙로,128.6216118,35.2534229
LP-60 ,의창구 중동중앙로,128.6216118,35.2534229
LP-60 ,의창구 중동중앙로,128.6211559,35.25369938
LP-60 ,의창구 중동중앙로,128.6211559,35.25369938
LP-60 ,의창구 중동중앙로,128.6236234,35.25609058
LP-60 ,의창구 중동중앙로,128.624202,35.25576739
LP-60 ,의창구 중동중앙로,128.6244534,35.25514893
LP-60 ,의창구 중동중앙로,128.6244534,35.25514893
LP-60 ,의창구 중동중앙로,128.6240733,35.25468539
LP-60 ,의창구 중동중앙로,128.6240733,35.25468539
LP-60 ,의창구 중동중앙로,128.6236848,35.25420845
LP-60 ,의창구 중동중앙로,128.6236848,35.25420845
LP-60 ,의창구 중동중앙로,128.6245062,35.25559207
LP-60 ,의창구 중동중앙로,128.6238869,35.25594285
LP-60 ,의창구 중동중앙로,128.6246393,35.255383
LP-60 ,의창구 중동중앙로,128.6246393,35.255383
LP-60 ,의창구 중동중앙로,128.6242563,35.25490599
LP-60 ,의창구 중동중앙로,128.6242563,35.25490599
LP-60 ,의창구 중동중앙로,128.6238735,35.25444249
LP-60 ,의창구 중동중앙로,128.6238735,35.25444249
LP-61 ,의창구 중동중앙로,128.6239551,35.25605459
LP-61 ,의창구 중동중앙로,128.6245746,35.25571507
LP-61 ,의창구 중동중앙로,128.6253831,35.25782884
LP-61 ,의창구 중동중앙로,128.6241875,35.25641421
LP-61 ,의창구 중동중앙로,128.6245869,35.25688424
LP-61 ,의창구 중동중앙로,128.624947,35.25730974
LP-61 ,의창구 중동중앙로,128.6236999,35.25620897
LP-61 ,의창구 중동중앙로,128.6242675,35.25588141
LP-61 ,의창구 중동중앙로,128.6239991,35.25619819
LP-61 ,의창구 중동중앙로,128.6243872,35.2566481
LP-61 ,의창구 중동중앙로,128.6247698,35.25710033
LP-61 ,의창구 중동중앙로,128.6251638,35.25757269
LP-61 ,의창구 중동중앙로,128.6252016,35.25809039
LP-61 ,의창구 중동중앙로,128.6252016,35.25809039
LP-61 ,의창구 중동중앙로,128.6256718,35.25784074
LP-61 ,의창구 중동중앙로,128.6256718,35.25784074
LP-61 ,의창구 중동중앙로,128.6261989,35.25754977
LP-61 ,의창구 중동중앙로,128.6261989,35.25754977
LP-61 ,의창구 중동중앙로,128.6258029,35.25698056
LP-61 ,의창구 중동중앙로,128.6258029,35.25698056
LP-61 ,의창구 중동중앙로,128.6254719,35.25649835
LP-61 ,의창구 중동중앙로,128.6254719,35.25649835
LP-61 ,의창구 중동중앙로,128.6251383,35.25602068
LP-61 ,의창구 중동중앙로,128.6251383,35.25602068
LP-61 ,의창구 중동중앙로,128.6253944,35.25797965
LP-61 ,의창구 중동중앙로,128.6253944,35.25797965
LP-61 ,의창구 중동중앙로,128.62595,35.25774237
LP-61 ,의창구 중동중앙로,128.62595,35.25774237
LP-61 ,의창구 중동중앙로,128.6260121,35.25727741
LP-61 ,의창구 중동중앙로,128.6260121,35.25727741
LP-61 ,의창구 중동중앙로,128.625633,35.25672374
LP-61 ,의창구 중동중앙로,128.625633,35.25672374
LP-61 ,의창구 중동중앙로,128.6252966,35.25624611
LP-61 ,의창구 중동중앙로,128.6252966,35.25624611
LP-61 ,의창구 중동중앙로,128.6249095,35.25570832
LP-61 ,의창구 중동중앙로,128.6249095,35.25570832
LP-67 ,의창구 중동중앙로,128.628534,35.25921265
LP-67 ,의창구 중동중앙로,128.6281434,35.25918412
LP-67 ,의창구 중동중앙로,128.6266142,35.25812998
LP-67 ,의창구 중동중앙로,128.6267551,35.25844126
LP-67 ,의창구 중동중앙로,128.6269021,35.25865107
LP-67 ,의창구 중동중앙로,128.6271199,35.25883064
LP-67 ,의창구 중동중앙로,128.6274277,35.2589752
LP-67 ,의창구 중동중앙로,128.6277429,35.25907685
LP-67 ,의창구 중동중앙로,128.6288773,35.25920803
LP-67 ,의창구 중동중앙로,128.630761,35.25821835
LP-67 ,의창구 중동중앙로,128.6292527,35.25916242
LP-67 ,의창구 중동중앙로,128.6295614,35.25907941
LP-67 ,의창구 중동중앙로,128.6299241,35.25894835
LP-67 ,의창구 중동중앙로,128.6302279,35.25875725
LP-67 ,의창구 중동중앙로,128.630509,35.25852591
LP-68 ,의창구 중동중앙로,128.6269768,35.25881679
LP-68 ,의창구 중동중앙로,128.6272438,35.25898218
LP-68 ,의창구 중동중앙로,128.6275511,35.25909971
LP-68 ,의창구 중동중앙로,128.6279103,35.25920753
LP-68 ,의창구 중동중앙로,128.6283101,35.25928101
LP-68 ,의창구 중동중앙로,128.6286648,35.25929651
LP-68 ,의창구 중동중앙로,128.6290625,35.25926637
LP-68 ,의창구 중동중앙로,128.6294099,35.25919635
LP-68 ,의창구 중동중앙로,128.6297594,35.25909251
LP-68 ,의창구 중동중앙로,128.6301539,35.25890019
LP-68 ,의창구 중동중앙로,128.6304085,35.25872328
LP-68 ,의창구 중동중앙로,128.6306861,35.25845367
LP-68 ,의창구 중동중앙로,128.631115,35.25833749
LP-68 ,의창구 중동중앙로,128.631115,35.25833749
LP-68 ,의창구 중동중앙로,128.6313685,35.25851207
LP-68 ,의창구 중동중앙로,128.6313685,35.25851207
LP-68 ,의창구 중동중앙로,128.6315914,35.25866903
LP-68 ,의창구 중동중앙로,128.6315914,35.25866903
LP-68 ,의창구 중동중앙로,128.6318366,35.25884146
LP-68 ,의창구 중동중앙로,128.6318366,35.25884146
LP-68 ,의창구 중동중앙로,128.6320787,35.25899816
LP-68 ,의창구 중동중앙로,128.6320787,35.25899816
LP-68 ,의창구 중동중앙로,128.6323288,35.25914349
LP-68 ,의창구 중동중앙로,128.6323288,35.25914349
평산로-01 L-06,의창구 중동 평산로,128.6262164,35.26062688
평산로-01 L-06,의창구 중동 평산로,128.6262164,35.26062688
평산로-01 L-04,의창구 중동 남산로115번길,128.6260021,35.25973895
평산로-01 L-04,의창구 중동 남산로115번길,128.6260021,35.25973895
평산로-01 L-02,의창구 중동 평산로,128.6256596,35.25925766
평산로-01 L-02,의창구 중동 평산로,128.6256596,35.25925766
평산로-01 L-05,의창구 중동 평산로,128.6261923,35.26033009
평산로-01 L-05,의창구 중동 평산로,128.6261923,35.26033009
평산로-01 L-07,의창구 중동 평산로219번길,128.6262395,35.26087095
평산로-01 L-07,의창구 중동 평산로219번길,128.6262395,35.26087095
평산로-01 L-01,의창구 중동 평산로195번길,128.6254222,35.2589883
평산로-01 L-01,의창구 중동 평산로195번길,128.6254222,35.2589883
평산로-01 L-03,의창구 중동 남산로115번길,128.6258516,35.25949684
평산로-01 L-03,의창구 중동 남산로115번길,128.6258516,35.25949684
평산로-01 R-06,의창구 중동 평산로,128.6238794,35.25714411
평산로-01 R-06,의창구 중동 평산로,128.6238794,35.25714411
평산로-01 R-02,의창구 중동 평산로,128.6250331,35.25847829
평산로-01 R-02,의창구 중동 평산로,128.6250331,35.25847829
평산로-01 R-08,의창구 중동 평산로,128.6234459,35.25659835
평산로-01 R-08,의창구 중동 평산로,128.6234459,35.25659835
평산로-01 R-04,의창구 서상동 평산로,128.6243937,35.25773256
평산로-01 R-04,의창구 서상동 평산로,128.6243937,35.25773256
평산로-01 R-03,의창구 중동 평산로,128.6246433,35.25803096
평산로-01 R-03,의창구 중동 평산로,128.6246433,35.25803096
평산로-01 R-01,의창구 중동 평산로,128.6251924,35.25867203
평산로-01 R-01,의창구 중동 평산로,128.6251924,35.25867203
평산로-01 R-07,의창구 중동 평산로,128.623646,35.25683467
평산로-01 R-07,의창구 중동 평산로,128.623646,35.25683467
평산로-01 R-05,의창구 서상동 평산로,128.6241445,35.25743904
평산로-01 R-05,의창구 서상동 평산로,128.6241445,35.25743904
평산로-02 R-03,의창구 중동 평산로,128.6259767,35.25915033
평산로-02 R-03,의창구 중동 평산로,128.6259767,35.25915033
평산로-02 R-01,의창구 중동 평산로,128.6254846,35.25855645
평산로-02 R-01,의창구 중동 평산로,128.6254846,35.25855645
평산로-02 R-07,의창구 중동 의창대로264번길,128.6265592,35.26059881
평산로-02 R-07,의창구 중동 의창대로264번길,128.6265592,35.26059881
평산로-02 R-05,의창구 중동 의창대로264번길,128.626354,35.2597169
평산로-02 R-05,의창구 중동 의창대로264번길,128.626354,35.2597169
평산로-02 R-04,의창구 중동 평산로204번길,128.6262078,35.25945371
평산로-02 R-04,의창구 중동 평산로204번길,128.6262078,35.25945371
평산로-02 R-02,의창구 중동 평산로,128.6257308,35.25885699
평산로-02 R-02,의창구 중동 평산로,128.6257308,35.25885699
평산로-02 R-08,의창구 소답동 의창대로264번길,128.6265808,35.26087027
평산로-02 R-08,의창구 소답동 의창대로264번길,128.6265808,35.26087027
평산로-02 R-06,의창구 중동 의창대로264번길,128.62652,35.26023419
평산로-02 R-06,의창구 중동 의창대로264번길,128.62652,35.26023419
평산로-02 L-07,의창구 중동 평산로,128.6236839,35.25642065
평산로-02 L-07,의창구 중동 평산로,128.6236839,35.25642065
평산로-02 L-01,의창구 중동 평산로,128.6252798,35.25831687
평산로-02 L-01,의창구 중동 평산로,128.6252798,35.25831687
평산로-02 L-03,의창구 중동 평산로,128.6246807,35.25761549
평산로-02 L-03,의창구 중동 평산로,128.6246807,35.25761549
평산로-02 L-05,의창구 중동 평산로,128.6241837,35.25701889
평산로-02 L-05,의창구 중동 평산로,128.6241837,35.25701889
평산로-02 L-02,의창구 중동 평산로,128.62493,35.25791452
평산로-02 L-02,의창구 중동 평산로,128.62493,35.25791452
평산로-02 L-04,의창구 중동 평산로,128.6244303,35.25731719
평산로-02 L-04,의창구 중동 평산로,128.6244303,35.25731719
평산로-02 L-06,의창구 중동 평산로,128.62393,35.2567203
평산로-02 L-06,의창구 중동 평산로,128.62393,35.2567203
평산로-03 R-07,의창구 중동 평산로,128.623294,35.25592765
평산로-03 R-07,의창구 중동 평산로,128.623294,35.25592765
평산로-03 R-05,의창구 중동 평산로,128.6228934,35.25545149
평산로-03 R-05,의창구 중동 평산로,128.6228934,35.25545149
평산로-03 R-03,의창구 중동 평산로,128.6224959,35.25497479
평산로-03 R-03,의창구 중동 평산로,128.6224959,35.25497479
평산로-03 R-01,의창구 중동 평산로,128.6220775,35.2545065
평산로-03 R-01,의창구 중동 평산로,128.6220775,35.2545065
평산로-03 R-06,의창구 중동 평산로,128.6230915,35.25568636
평산로-03 R-06,의창구 중동 평산로,128.6230915,35.25568636
평산로-03 R-04,의창구 중동 평산로,128.6226935,35.25521372
평산로-03 R-04,의창구 중동 평산로,128.6226935,35.25521372
평산로-03 R-02,의창구 중동 평산로,128.6222955,35.25473477
평산로-03 R-02,의창구 중동 평산로,128.6222955,35.25473477
평산로-03 L-03,의창구 중동 평산로,128.6212659,35.25395469
평산로-03 L-03,의창구 중동 평산로,128.6212659,35.25395469
평산로-03 L-02,의창구 중동 평산로,128.6215401,35.25413131
평산로-03 L-02,의창구 중동 평산로,128.6215401,35.25413131
평산로-03 L-01,의창구 중동 평산로,128.6218232,35.25430759
평산로-03 L-01,의창구 중동 평산로,128.6218232,35.25430759
창원대로397-04 L-02,의창구 사화동 창원대로,128.6419213,35.23421439
창원대로397-04 L-04,의창구 사화동 창원대로,128.6426623,35.2338212
창원대로397-04 L-06,의창구 사화동 창원대로,128.6435056,35.23331713
창원대로397-04 L-03,의창구 사화동 창원대로,128.6422059,35.2340365
창원대로397-04 L-05,의창구 사화동 창원대로,128.6430986,35.23354072
창원대로397-04 L-01,의창구 차용동 창원대로397번길,128.641524,35.23444246
창원대로397-04 L-01,의창구 차용동 창원대로397번길,128.641524,35.23444246
창원대로397-04 R-04,의창구 차용동 창원대로,128.6402204,35.23518833
창원대로397-04 R-02,의창구 차용동 창원대로,128.6408143,35.2348474
창원대로397-04 R-02,의창구 차용동 창원대로,128.6408143,35.2348474
창원대로397-04 R-03,의창구 차용동 창원대로,128.6405165,35.23501804
창원대로397-04 R-01,의창구 차용동 창원대로397번길,128.641129,35.2346678
상남로-01 L1-01,의창구 용동,128.6994642,35.24620574
상남로-01 R2-03,의창구 용동,128.6998497,35.24577217
상남로-01 R1-03,의창구 용동,128.6999382,35.24543852
상남로-01 R1-02,의창구 용동,128.6998067,35.24562301
상남로-01 R1-01,의창구 용동,128.6996388,35.24581934
상남로-01 R1-05,의창구 용동,128.7005586,35.2449489
상남로-01 R1-08,의창구 용동,128.7016242,35.24326318
상남로-01 R1-06,의창구 용동,128.7008843,35.24447095
상남로-01 R1-07,의창구 용동,128.7012973,35.24386759
상남로-01 L2-06,의창구 용동,128.6974844,35.24758279
상남로-01 L2-07,의창구 용동,128.6970575,35.24754278
상남로-01 L2-04,의창구 용동,128.697981,35.24759997
상남로-01 L2-03,의창구 용동,128.6987891,35.24725531
상남로-01 L2-02,의창구 용동,128.6991409,35.24683391
상남로-01 L2-01,의창구 용동,128.6995784,35.24647318
상남로-01 L2-05,의창구 용동,128.6983594,35.24758334
상남로-01 L2-08,의창구 퇴촌동,128.6964643,35.24756168
상남로-01 L2-09,의창구 퇴촌동,128.6958234,35.24789884
상남로-01 R2-05,의창구 용동,128.7005027,35.24525673
상남로-01 R2-02,의창구 용동,128.6998313,35.2458808
상남로-01 R2-09,의창구 용동,128.7019372,35.24295112
상남로-01 R2-01,의창구 용동,128.6997858,35.24618899
상남로-01 R1-04,의창구 용동,128.700216,35.24541043
상남로-01 R2-08,의창구 용동,128.7016177,35.24360801
상남로-01 R2-04,의창구 용동,128.7001474,35.2456981
상남로-01 R2-07,의창구 용동,128.701209,35.24425186
상남로-01 R2-06,의창구 용동,128.7008533,35.24479046
상남로-01 L1-06,의창구 용동,128.6974877,35.24745404
상남로-01 L1-05,의창구 용동,128.6980564,35.24749874
상남로-01 L1-07,의창구 용동,128.6968486,35.24739929
상남로-01 L1-04,의창구 용동,128.6983124,35.24746792
상남로-01 L1-02,의창구 용동,128.6993828,35.24652532
상남로-01 L1-03,의창구 용동,128.6988645,35.24698352
상남로-01 L1-09,의창구 퇴촌동,128.6957657,35.24780622
상남로-01 L1-08,의창구 퇴촌동,128.6961453,35.24755492
상남로-01 L1-10,의창구 퇴촌동,128.6955124,35.24798407
상남로-01 L1-10,의창구 퇴촌동,128.6955124,35.24798407
상남로-02 R-03,의창구 용동,128.7032862,35.24119403
상남로-02 R-03,의창구 용동,128.7032862,35.24119403
상남로-02 R-05,의창구 용동,128.7027807,35.24182897
상남로-02 R-05,의창구 용동,128.7027807,35.24182897
상남로-02 R-07,의창구 용동,128.7022888,35.24245976
상남로-02 R-07,의창구 용동,128.7022888,35.24245976
상남로-02 L2-01,의창구 용동,128.7004562,35.24220676
상남로-02 L2-03,의창구 용동,128.7003415,35.24214221
상남로-02 L2-05,의창구 용동,128.7002025,35.24205835
상남로-02 L2-06,의창구 용동,128.7002902,35.2419785
상남로-02 L2-04,의창구 용동,128.7004093,35.24204831
상남로-02 L2-02,의창구 용동,128.7005373,35.2421252
상남로-02 R-04,의창구 용동,128.7030364,35.24149799
상남로-02 R-04,의창구 용동,128.7030364,35.24149799
상남로-02 L1-03,의창구 용동,128.7023271,35.24001365
상남로-02 L1-03,의창구 용동,128.7023271,35.24001365
상남로-02 R-06,의창구 용동,128.7025395,35.24213722
상남로-02 R-06,의창구 용동,128.7025395,35.24213722
상남로-02 R-02,의창구 용동,128.7035083,35.24090766
상남로-02 R-02,의창구 용동,128.7035083,35.24090766
상남로-02 L1-09,의창구 용동,128.7010461,35.24155564
상남로-02 L1-09,의창구 용동,128.7010461,35.24155564
상남로-02 L1-05,의창구 용동 상남로382번길,128.7018578,35.24063116
상남로-02 L1-05,의창구 용동 상남로382번길,128.7018578,35.24063116
상남로-02 L1-02,의창구 용동,128.7027237,35.24003496
상남로-02 L1-02,의창구 용동,128.7027237,35.24003496
상남로-02 L1-04,의창구 용동,128.7020782,35.24029777
상남로-02 L1-04,의창구 용동,128.7020782,35.24029777
상남로-02 L1-07,의창구 용동,128.7015313,35.24099487
상남로-02 L1-07,의창구 용동,128.7015313,35.24099487
상남로-02 L1-11,의창구 용동,128.7004624,35.24228206
상남로-02 L1-11,의창구 용동,128.7004624,35.24228206
상남로-02 L1-06,의창구 용동 상남로382번길,128.7017653,35.24075653
상남로-02 L1-06,의창구 용동 상남로382번길,128.7017653,35.24075653
상남로-02 R-01,의창구 용동,128.7035579,35.24053984
상남로-02 L1-01,의창구 용동,128.7031938,35.24028017
상남로-02 L1-10,의창구 용동,128.7007345,35.24195116
상남로-02 L1-10,의창구 용동,128.7007345,35.24195116
상남로-02 L1-08,의창구 용동,128.7012973,35.24128109
상남로-02 L1-08,의창구 용동,128.7012973,35.24128109
무역로-01 R-04,의창구 팔용동 무역로,128.6394478,35.22826831
무역로-01 R-04,의창구 팔용동 무역로,128.6394478,35.22826831
무역로-01 R-02,의창구 팔용동 무역로,128.6401094,35.22900091
무역로-01 R-02,의창구 팔용동 무역로,128.6401094,35.22900091
무역로-01 R-06,의창구 팔용동 무역로,128.6387421,35.2274916
무역로-01 R-06,의창구 팔용동 무역로,128.6387421,35.2274916
무역로-01 L-07,의창구 사화동 무역로,128.6425657,35.23171078
무역로-01 L-07,의창구 사화동 무역로,128.6425657,35.23171078
무역로-01 L-05,의창구 팔용동 무역로,128.6419109,35.23098867
무역로-01 L-05,의창구 팔용동 무역로,128.6419109,35.23098867
무역로-01 L-01,의창구 팔용동 무역로,128.6405887,35.22952854
무역로-01 L-01,의창구 팔용동 무역로,128.6405887,35.22952854
무역로-01 L-03,의창구 팔용동 무역로,128.641259,35.23027035
무역로-01 L-03,의창구 팔용동 무역로,128.641259,35.23027035
무역로-01 R-05,의창구 팔용동 무역로,128.6391228,35.22791104
무역로-01 R-05,의창구 팔용동 무역로,128.6391228,35.22791104
무역로-01 R-01,의창구 팔용동 무역로,128.6404308,35.22935375
무역로-01 R-01,의창구 팔용동 무역로,128.6404308,35.22935375
무역로-01 R-03,의창구 팔용동 무역로,128.6397926,35.22865043
무역로-01 R-03,의창구 팔용동 무역로,128.6397926,35.22865043
무역로-01 L-06,의창구 팔용동 무역로,128.6422395,35.23135297
무역로-01 L-06,의창구 팔용동 무역로,128.6422395,35.23135297
무역로-01 L-10,의창구 팔용동 무역로,128.6434585,35.23270263
무역로-01 L-10,의창구 팔용동 무역로,128.6434585,35.23270263
무역로-01 L-09,의창구 팔용동 무역로,128.6432206,35.23243838
무역로-01 L-09,의창구 팔용동 무역로,128.6432206,35.23243838
무역로-01 L-08,의창구 팔용동 무역로,128.6428912,35.23207264
무역로-01 L-08,의창구 팔용동 무역로,128.6428912,35.23207264
무역로-01 L-02,의창구 팔용동 무역로,128.6409318,35.22991002
