경로당명,도로명주소,지오코딩용주소,위도,경도,검색결과주소,매칭점수
 사림제2경로당 ,경상남도 창원시 의창구 사림로 16번길 27 (사림동),경상남도 창원시 의창구 사림로 16,35.245909683987,128.675300240831,경상남도 창원시 의창구 사림동 사림로 16,100.0
 연덕 경로당 ,경상남도 창원시 의창구 봉곡로 68번길 16 (봉곡동),경상남도 창원시 의창구 봉곡로 68,35.249140659296,128.666706503592,경상남도 창원시 의창구 봉곡동 봉곡로 68,100.0
 웅남 경로당 ,경상남도 창원시 의창구 사림로 71번길 18 (사림동),경상남도 창원시 의창구 사림로 71,35.246463266782,128.680197283942,경상남도 창원시 의창구 사림동 사림로 71,100.0
정병산 경로당,경상남도 창원시 의창구 용지로 281번길 10 (사림동),경상남도 창원시 의창구 용지로 281,35.238243385795,128.689058380522,경상남도 창원시 의창구 사림동 용지로 281,100.0
지귀 경로당,경상남도 창원시 의창구 봉곡로 3번길 15 (봉곡동),경상남도 창원시 의창구 봉곡로 3,35.246067850499,128.662667790736,경상남도 창원시 의창구 봉곡동 봉곡로 3,100.0
코오롱아파트경로당,"경상남도 창원시 의창구 지귀로95번길 7 (봉곡동,코오롱아파트)102동 1층",경상남도 창원시 의창구 지귀로95번길 7,35.24820259551,128.656582277574,경상남도 창원시 의창구 봉곡동 지귀로95번길 7,100.0
피닉스포레경로당,"경상남도 창원시 의창구 대봉로 27, 305동 맞은편 (봉림동,LH피닉스포레)",경상남도 창원시 의창구 대봉로 27,35.251690682607,128.664666790825,경상남도 창원시 의창구 봉림동 대봉로 27,100.0
휴먼시아1단지경로당,"경상남도 창원시 의창구 소봉로 50,103동 1층내 (봉림동,봉림휴먼시아1단지)",경상남도 창원시 의창구 소봉로 50,35.254025042641,128.669549752339,경상남도 창원시 의창구 봉림동 소봉로 50,100.0
휴먼시아2단지경로당,"경상남도 창원시 의창구 대봉로 25, 204동 1층 (봉림동,봉림휴먼시아2단지)",경상남도 창원시 의창구 대봉로 25,35.251052484499,128.66538486847,경상남도 창원시 의창구 봉림동 대봉로 25,100.0
까치1차A 경로당,경상남도 창원시  성산구 창원천로 254,경상남도 창원시 성산구 창원천로 254,35.244722764587,128.667009113667,경상남도 창원시 성산구 반지동 창원천로 254,100.0
 까치2차A 경로당 ,경상남도 창원시  성산구 창원천로 256,경상남도 창원시 성산구 창원천로 256,35.245354299082,128.66673703709,경상남도 창원시 성산구 반지동 창원천로 256,100.0
노블파크A 경로당,경상남도 창원시  성산구 원이대로 449,경상남도 창원시 성산구 원이대로 449,35.236853959615,128.66753256352,경상남도 창원시 성산구 반림동 원이대로 449,100.0
대동A 경로당,경상남도 창원시  성산구 창원천로 292,경상남도 창원시 성산구 창원천로 292,35.244338831512,128.671696776837,경상남도 창원시 성산구 반지동 창원천로 292,100.0
럭키A 경로당,경상남도 창원시  성산구 반송로 105,경상남도 창원시 성산구 반송로 105,35.239044989105,128.66917047122,경상남도 창원시 성산구 반림동 반송로 105,100.0
반지경로당,경상남도 창원시  성산구 창원천로188번길 23-1,경상남도 창원시 성산구 창원천로188번길 23-1,35.241711314414,128.659834707463,경상남도 창원시 성산구 반지동 창원천로188번길 23-1,100.0
반지제2경로당,경상남도 창원시  성산구 반지로4번길 29-19,경상남도 창원시 성산구 반지로4번길 29-19,35.238510684687,128.6625601671,경상남도 창원시 성산구 반지동 반지로4번길 29-19,100.0
반지제3경로당,경상남도 창원시  성산구 반지로 58,경상남도 창원시 성산구 반지로 58,35.242652476413,128.663140697714,경상남도 창원시 성산구 반지동 반지로 58,100.0
반지제4경로당,경상남도 창원시  성산구 창원천로162번길 14,경상남도 창원시 성산구 창원천로162번길 14,35.241927860883,128.656555623122,경상남도 창원시 성산구 반지동 창원천로162번길 14,100.0
 트리비앙A 경로당 ,경상남도 창원시  성산구 원이대로 495,경상남도 창원시 성산구 원이대로 495,35.234432721154,128.67287468569,경상남도 창원시 성산구 반림동 원이대로 495,100.0
 현대건설A 경로당 ,경상남도 창원시  성산구 반송로 177,경상남도 창원시 성산구 반송로 177,35.236903957667,128.674944345222,경상남도 창원시 성산구 반림동 반송로 177,100.0
현대산업A 경로당,경상남도 창원시  성산구 외동반림로 219,경상남도 창원시 성산구 외동반림로 219,35.238456998597,128.675942462252,경상남도 창원시 성산구 반림동 외동반림로 219,100.0
내동아파트경로당,"경상남도 창원시  성산구 삼동로128번길 60,5동 109호(내동, 내동아파트)",경상남도 창원시 성산구 삼동로128번길 60,35.222091667923,128.661040947149,경상남도 창원시 성산구 내동 삼동로128번길 60,100.0
내동그라미아파트경로당,"경상남도 창원시  성산구 연덕로184번길 23(내동,내동그라미아파트)",경상남도 창원시 성산구 연덕로184번길 23,35.217965676085,128.668370083286,경상남도 창원시 성산구 내동 연덕로184번길 23,100.0
대호타워아파트경로당,"경상남도 창원시  성산구 상남로24번길 15(상남동,대호타워아파트)",경상남도 창원시 성산구 상남로24번길 15,35.217358574838,128.677873652744,경상남도 창원시 성산구 상남동 상남로24번길 15,100.0
동성샛별아파트경로당,"경상남도 창원시  성산구 연덕로184번길 1(내동,동성샛별아파트)",경상남도 창원시 성산구 연덕로184번길 1,35.219093461157,128.666443921936,경상남도 창원시 성산구 내동 연덕로184번길 1,100.0
외동경로당,경상남도 창원시  성산구 용지로21번길 30(중앙동),경상남도 창원시 성산구 용지로21번길 30,35.220182605656,128.672831183613,경상남도 창원시 성산구 중앙동 용지로21번길 30,100.0
외동월드메르디앙경로당,"경상남도 창원시  성산구 창원대로780번길 32(외동, 월드메르디앙아파트)",경상남도 창원시 성산구 창원대로780번길 32,35.213460989862,128.676218226867,경상남도 창원시 성산구 외동 창원대로780번길 32,100.0
장수경로당,경상남도 창원시  성산구 외동반림로134번길 15(중앙동),경상남도 창원시 성산구 외동반림로134번길 15,35.229775945297,128.674111435504,경상남도 창원시 성산구 중앙동 외동반림로134번길 15,100.0
중앙경로당,경상남도 창원시  성산구 원이대로566번길 27-25(중앙동),경상남도 창원시 성산구 원이대로566번길 27-25,35.226522258123,128.676735306474,경상남도 창원시 성산구 중앙동 원이대로566번길 27-25,100.0
중앙제1경로당,경상남도 창원시  성산구 원이대로580번길 31(중앙동),경상남도 창원시 성산구 원이대로580번길 31,35.22579961234,128.677520858439,경상남도 창원시 성산구 중앙동 원이대로580번길 31,100.0
송죽경로당,경상남도 창원시  성산구 외동반림로46번길 17(중앙동),경상남도 창원시 성산구 외동반림로46번길 17,35.222999092761,128.674282929243,경상남도 창원시 성산구 중앙동 외동반림로46번길 17,100.0
내동월드메르디앙아파트경로당,"경상남도 창원시  성산구 삼동로128번길 24(내동,월드메르디앙아파트)",경상남도 창원시 성산구 삼동로128번길 24,35.223915989149,128.657576622748,경상남도 창원시 성산구 내동 삼동로128번길 24,100.0
상남꿈에그린아파트경로당,"경상남도 창원시  성산구 토월로27번길 18(상남동, 꿈에그린아파트)",경상남도 창원시 성산구 토월로27번길 18,35.216576962367,128.679717671443,경상남도 창원시 성산구 상남동 토월로27번길 18,100.0
대원경로당,경상남도 창원시  성산구 대원로27번길 30 (대원동),경상남도 창원시 성산구 대원로27번길 30,35.232578518443,128.650197781925,경상남도 창원시 성산구 대원동 대원로27번길 30,100.0
대원파크빌 경로당,"경상남도 창원시  성산구삼동로 121 (대원동, 대원파크빌아파트)",경상남도 창원시 성산구삼동로 121,35.225189032604,128.65575758212,경상남도 창원시 성산구 대원동 삼동로 121,100.0
대동1차(아)경로당,"경상남도 창원시  성산구 창원대로 548 (대원동, 대동1차아파트)",경상남도 창원시 성산구 창원대로 548,35.226253911493,128.65451622226,경상남도 창원시 성산구 대원동 창원대로 548,100.0
대동2차(아)경로당,"경상남도 창원시  성산구 창원대로 538 (대원동, 대동2차아파트)",경상남도 창원시 성산구 창원대로 538,35.226656033297,128.653335295922,경상남도 창원시 성산구 대원동 창원대로 538,100.0
The City7 자이 경로당,"경상남도 창원시  성산구 창원천로 94번길 19 (대원동, 더시티세븐아파트)",경상남도 창원시 성산구 창원천로 94,35.239340380029,128.650418506058,경상남도 창원시 성산구 반지동 창원천로 94,100.0
대원포레나경로당,"경상남도 창원시  성산구 창원천로 34(대원동, 대원포레나아파트)",경상남도 창원시 성산구 창원천로 34,35.234837944263,128.649955042009,경상남도 창원시 성산구 대원동 창원천로 34,100.0
 용호경로당 ,경상남도 창원시  성산구 창이대로 440번길 17(용호동),경상남도 창원시 성산구 창이대로 440,35.240677324747,128.683691458365,경상남도 창원시 성산구 용호동 창이대로 440,100.0
 용지경로당 ,"경상남도 창원시  성산구 용지로239번길 19-4(용호동,용지동행정복지센터)",경상남도 창원시 성산구 용지로239번길 19-4,35.236035550589,128.684509018755,경상남도 창원시 성산구 용호동 용지로239번길 19-4,100.0
 일동아파트 1단지 경로당 ,"경상남도 창원시  성산구 외동반림로 216(용호동,일동아파트 1단지)",경상남도 창원시 성산구 외동반림로 216,35.236277284676,128.679453222397,경상남도 창원시 성산구 용호동 외동반림로 216,100.0
 일동아파트 2단지 경로당 ,"경상남도 창원시  성산구 외동반림로 216(용호동,일동아파트 2단지)",경상남도 창원시 성산구 외동반림로 216,35.236277284676,128.679453222397,경상남도 창원시 성산구 용호동 외동반림로 216,100.0
 무학아파트 1단지 경로당 ,"경상남도 창원시  성산구 외동반림로 200(용호동, 무학아파트 1단지)",경상남도 창원시 성산구 외동반림로 200,35.235481087694,128.676707562374,경상남도 창원시 성산구 용호동 외동반림로 200,100.0
 무학아파트 2단지 경로당 ,"경상남도 창원시  성산구 외동반림로 200(용호동, 무학아파트 2단지)",경상남도 창원시 성산구 외동반림로 200,35.235481087694,128.676707562374,경상남도 창원시 성산구 용호동 외동반림로 200,100.0
 롯데아파트경로당 ,"경상남도 창원시  성산구 용지로 229(용호동, 롯데아파트)",경상남도 창원시 성산구 용지로 229,35.235038313658,128.684139041549,경상남도 창원시 성산구 용호동 용지로 229,100.0
 신월제1경로당 ,경상남도 창원시  성산구 신사로21번길 36(신월동),경상남도 창원시 성산구 신사로21번길 36,35.228803309253,128.690589921871,경상남도 창원시 성산구 신월동 신사로21번길 36,100.0
 신월제2경로당 ,경상남도 창원시  성산구 신월로 71번길14(신월동),경상남도 창원시 성산구 신월로 71,35.22653378324,128.694710716929,경상남도 창원시 성산구 신월동 신월로 71,100.0
 신월은아아파트 경로당 ,"경상남도 창원시  성산구 원이대로 663(신월동,은아아파트)",경상남도 창원시 성산구 원이대로 663,35.224707031262,128.686215993336,경상남도 창원시 성산구 신월동 원이대로 663,100.0
 용지아이파크경로당 ,"경상남도 창원시  성산구 원이대로579번길 13(용호동,용지아이파크아파트)",경상남도 창원시 성산구 원이대로579번길 13,35.229668531208,128.677524462658,경상남도 창원시 성산구 용호동 원이대로579번길 13,100.0
 용지더샵레이크파크경로당 ,"경상남도 창원시  성산구 외동반림로156(용호동, 용지더샵레이크파크)","경상남도 창원시 성산구 외동반림로156(용호동, 용지더샵레이크파크)",35.232337372359,128.673702977672,경상남도 창원시 성산구 용호동 외동반림로 156,97.33
 성원1단지경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 1단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 성원2단지경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 2단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 성원3단지1경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 3단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 성원3단지2경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 3단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 성원5단지1경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 5단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 성원5단지2경로당 ,경상남도 창원시  성산구 원이대로 774 성원아파트 5단지,경상남도 창원시 성산구 원이대로 774,35.216025014043,128.693044310758,경상남도 창원시 성산구 상남동 원이대로 774,100.0
 대동아파트경로당 ,경상남도 창원시  성산구 동산로 115 대동아파트,경상남도 창원시 성산구 동산로 115,35.218470308566,128.686641710199,경상남도 창원시 성산구 상남동 동산로 115,100.0
 상남경로당 ,경상남도 창원시  성산구 단정로58번길 6,경상남도 창원시 성산구 단정로58번길 6,35.217922886469,128.685688184894,경상남도 창원시 성산구 상남동 단정로58번길 6,100.0
 동산경로당 ,경상남도 창원시  성산구 동산로54번길 17,경상남도 창원시 성산구 동산로54번길 17,35.214596695832,128.687927410327,경상남도 창원시 성산구 상남동 동산로54번길 17,100.0
 고산경로당 ,경상남도 창원시  성산구 비음로 55번길 6-22,경상남도 창원시 성산구 비음로 55,35.227757289646,128.701137625008,경상남도 창원시 성산구 사파동 비음로 55,100.0
 사파정경로당 ,경상남도 창원시  성산구 동산로 176번길 52,경상남도 창원시 성산구 동산로 176,35.223081780236,128.694446854617,경상남도 창원시 성산구 사파동 동산로 176,100.0
 사파경로당 ,경상남도 창원시  성산구 창이대로 684번길 30,경상남도 창원시 성산구 창이대로 684,35.22362241036,128.6998692283,경상남도 창원시 성산구 용호동 창이대로 684,100.0
 신덕경로당 ,경상남도 창원시  성산구 창이대로 639번길 11,경상남도 창원시 성산구 창이대로 639,35.227088539886,128.697500812042,경상남도 창원시 의창구 사림동 창이대로 639,98.33
 사파제2경로당 ,경상남도 창원시  성산구 창이대로 719번길 8-15,경상남도 창원시 성산구 창이대로 719,35.220627376691,128.701352714086,경상남도 창원시 의창구 사림동 창이대로 719,98.33
 사파대동(아)제1경로당 ,경상남도 창원시  성산구 신사로 106,경상남도 창원시 성산구 신사로 106,35.222166183042,128.694788165714,경상남도 창원시 성산구 사파동 신사로 106,100.0
 사파대동(아)제2경로당 ,경상남도 창원시  성산구 신사로 106,경상남도 창원시 성산구 신사로 106,35.222166183042,128.694788165714,경상남도 창원시 성산구 사파동 신사로 106,100.0
 삼익(아)경로당 ,경상남도 창원시  성산구 원이대로 773번길 13,경상남도 창원시 성산구 원이대로 773,35.216990364005,128.694286140449,경상남도 창원시 성산구 반림동 원이대로 773,100.0
 무궁화(아)경로당 ,경상남도 창원시  성산구 동산로 148,경상남도 창원시 성산구 동산로 148,35.220439888174,128.693980569343,경상남도 창원시 성산구 사파동 동산로 148,100.0
 사파동성(아)경로당 ,경상남도 창원시  성산구 창이대로 737,경상남도 창원시 성산구 창이대로 737,35.219897956224,128.703887978896,경상남도 창원시 성산구 사파동 창이대로 737,100.0
 성원3차남산(아)경로당 ,경상남도 창원시  성산구 대암로 126,경상남도 창원시 성산구 대암로 126,35.214654489055,128.708214130582,경상남도 창원시 성산구 대방동 대암로 126,100.0
 성원3차(아)경로당 ,경상남도 창원시  성산구 대암로 82,경상남도 창원시 성산구 대암로 82,35.215087162897,128.707104869516,경상남도 창원시 성산구 대방동 대암로 82,100.0
 대방대동(아)경로당 ,경상남도 창원시  성산구 대정로 142,경상남도 창원시 성산구 대정로 142,35.212143480411,128.709346190425,경상남도 창원시 성산구 대방동 대정로 142,100.0
 대방개나리1차(아)경로당 ,경상남도 창원시  성산구 대정로 149,경상남도 창원시 성산구 대정로 149,35.21310622581,128.708340445863,경상남도 창원시 성산구 대방동 대정로 149,100.0
 대방덕산1차(아)경로당 ,경상남도 창원시  성산구 대정로 131,경상남도 창원시 성산구 대정로 131,35.212803848653,128.706803875373,경상남도 창원시 성산구 대방동 대정로 131,100.0
 대방덕산2차(아)경로당 ,경상남도 창원시  성산구 대암로 272,경상남도 창원시 성산구 대암로 272,35.204136374036,128.70985396612,경상남도 창원시 성산구 대방동 대암로 272,100.0
 대방그린빌(아)경로당 ,경상남도 창원시  성산구 대암로 256,경상남도 창원시 성산구 대암로 256,35.205093671198,128.711339826096,경상남도 창원시 성산구 대방동 대암로 256,100.0
 대방동성(아)경로당 ,경상남도 창원시  성산구 대암로 282,경상남도 창원시 성산구 대암로 282,35.204089561107,128.706949301393,경상남도 창원시 성산구 대방동 대암로 282,100.0
 대방대동디지털(아)경로당 ,경상남도 창원시  성산구 창이대로 881번길 8,경상남도 창원시 성산구 창이대로 881,35.206870334233,128.706873155374,경상남도 창원시 의창구 사림동 창이대로 881,98.33
 대방대동황토방(아)경로당 ,경상남도 창원시  성산구 창이대로 881번길 19,경상남도 창원시 성산구 창이대로 881,35.206870334233,128.706873155374,경상남도 창원시 의창구 사림동 창이대로 881,98.33
 가음정경로당 ,경상남도 창원시  성산구 가음정로 11(가음정동),경상남도 창원시 성산구 가음정로 11,35.210937492182,128.686050450749,경상남도 창원시 성산구 가음동 가음정로 11,100.0
 더샾센트럴파크경로당 ,"경상남도 창원시  성산구 원이대로863번길 19(가음정동, 창원더샵센트럴파크아파트)",경상남도 창원시 성산구 원이대로863번길 19,35.208267562654,128.69855591501,경상남도 창원시 성산구 가음동 원이대로863번길 19,100.0
 은아(아)경로당 ,"경상남도 창원시  성산구 원이대로883번길 6(가음정동, 은아아파트)",경상남도 창원시 성산구 원이대로883번길 6,35.207221207771,128.693997752245,경상남도 창원시 성산구 가음동 원이대로883번길 6,100.0
 소라(아)경로당 ,"경상남도 창원시  성산구 성산패총로178번길 51(가음정동, 소라아파트)",경상남도 창원시 성산구 성산패총로178번길 51,35.206950975213,128.688113991492,경상남도 창원시 성산구 가음정동 성산패총로178번길 51,100.0
 우성(아)경로당 ,"경상남도 창원시  성산구 대암로 22(가음정동, 우성아파트)",경상남도 창원시 성산구 대암로 22,35.213598453074,128.699258234677,경상남도 창원시 성산구 남양동 대암로 22,100.0
 롯데(아)경로당 ,"경상남도 창원시  성산구 대암로 56(가음정동, 롯데아파트)",경상남도 창원시 성산구 대암로 56,35.214423022798,128.70223163101,경상남도 창원시 성산구 남양동 대암로 56,100.0
 동성(아)경로당 ,"경상남도 창원시  성산구 대암로 64(가음정동, 상남동성아파트)",경상남도 창원시 성산구 대암로 64,35.214834197059,128.703584470182,경상남도 창원시 성산구 남양동 대암로 64,100.0
 성원1차(아)경로당 ,"경상남도 창원시  성산구 대정로 73(가음정동, 성원1차아파트)",경상남도 창원시 성산구 대정로 73,35.211865452683,128.700707801013,경상남도 창원시 성산구 남양동 대정로 73,100.0
 성원2차(아)경로당 ,"경상남도 창원시  성산구 대정로 99(가음정동, 성원2차아파트)",경상남도 창원시 성산구 대정로 99,35.211748692771,128.703109300091,경상남도 창원시 성산구 남양동 대정로 99,100.0
 피오르빌(아)경로당 ,"경상남도 창원시  성산구 대정로 84(가음정동, 피오르빌아파트)",경상남도 창원시 성산구 대정로 84,35.209865237218,128.700827326952,경상남도 창원시 성산구 남양동 대정로 84,100.0
 대방경로당 ,경상남도 창원시  성산구 가음로57번길 16-21(가음정동),경상남도 창원시 성산구 가음로57번길 16-21,35.207418056767,128.703931480974,경상남도 창원시 성산구 남양동 가음로57번길 16-21,100.0
 음지경로당 ,경상남도 창원시  성산구 가음로57번길 16-21(가음정동),경상남도 창원시 성산구 가음로57번길 16-21,35.207418056767,128.703931480974,경상남도 창원시 성산구 남양동 가음로57번길 16-21,100.0
 가음동경로당 ,경상남도 창원시  성산구 가양로52번길 27(가음정동),경상남도 창원시 성산구 가양로52번길 27,35.205402963425,128.70272767204,경상남도 창원시 성산구 가음동 가양로52번길 27,100.0
 개나리3차(아)경로당 ,"경상남도 창원시  성산구 대정로 100(남양동, 개나리3차아파트)",경상남도 창원시 성산구 대정로 100,35.210453521093,128.702905787482,경상남도 창원시 성산구 남양동 대정로 100,100.0
 한림(아)경로당 ,"경상남도 창원시  성산구 대암로 8(가음정동, 한림엘리시온아파트)",경상남도 창원시 성산구 대암로 8,35.213381822786,128.698115781275,경상남도 창원시 성산구 남양동 대암로 8,100.0
 위드파크(아)경로당 ,"경상남도 창원시  성산구 가양로 99(남양동, 위드파크아파트)",경상남도 창원시 성산구 가양로 99,35.210286427853,128.703560917035,경상남도 창원시 성산구 남양동 가양로 99,100.0
 남산경로당 ,경상남도 창원시  성산구 가음로101번길 6-8(가음정동),경상남도 창원시 성산구 가음로101번길 6-8,35.204208290765,128.70436725612,경상남도 창원시 성산구 남양동 가음로101번길 6-8,100.0
 가음꿈에그린경로당 ,"경상남도 창원시  성산구 원이대로878번길 9(가음정동동, 창원가음한화꿈에그린)",경상남도 창원시 성산구 원이대로878번길 9,35.207658826936,128.692033369416,경상남도 창원시 성산구 가음동 원이대로878번길 9,100.0
 창원센텀푸르지오경로당 ,"경상남도 창원시  성산구 가음정로 59(가음정동, 창원센텀푸르지오)",경상남도 창원시 성산구 가음정로 59,35.20974214897,128.689630445414,경상남도 창원시 성산구 가음동 가음정로 59,100.0
 성남경로당 ,경상남도 창원시  성산구가음로64번길 8(가음동),경상남도 창원시 성산구가음로64번길 8,35.20705595855,128.701557977452,경상남도 창원시 성산구 가음동 가음로64번길 8,100.0
대우(아)경로당,"경상남도 창원시  성산구 정동로 162번길 31(남산동,대우아파트)",경상남도 창원시 성산구 정동로 162,35.205043924662,128.691622759621,경상남도 창원시 성산구 성주동 정동로 162,100.0
불모산경로당,경상남도 창원시  성산구 불모산로 66번길 11(성주동),경상남도 창원시 성산구 불모산로 66,35.189757350075,128.724137688612,경상남도 창원시 성산구 성주동 불모산로 66,100.0
삼정자경로당,경상남도 창원시  성산구 삼정자로51번길15(성주동),경상남도 창원시 성산구 삼정자로51번길15(성주동),35.199470671452,128.711263886053,경상남도 창원시 성산구 성주동 삼정자로51번길 15,100.0
서광파크빌(아)경로당,"경상남도 창원시  성산구 안민안길 50(천선동,서광파크빌)",경상남도 창원시 성산구 안민안길 50,35.187953517394,128.693983000095,경상남도 창원시 성산구 천선동 안민안길 50,100.0
신우에이스타운경로당,"경상남도 창원시  성산구 안민안길 8(안민동,신우에이스타운아파트)",경상남도 창원시 성산구 안민안길 8,35.185418955602,128.69033117252,경상남도 창원시 성산구 안민동 안민안길 8,100.0
안민경로당,경상남도 창원시  성산구 안민로 117번길 17(안민동),경상남도 창원시 성산구 안민로 117,35.185850815146,128.689444715064,경상남도 창원시 성산구 안민동 안민로 117,100.0
 유니온빌리지(아)경로당 ,"경상남도 창원시  성산구 삼정자로 79(성주동,유니온빌리지아파트)",경상남도 창원시 성산구 삼정자로 79,35.200385137089,128.714044247155,경상남도 창원시 성산구 성주동 삼정자로 79,100.0
청솔(아)경로당,"경상남도 창원시  성산구 안민로 101번길 29(안민동,안민청솔마을대동아파트)",경상남도 창원시 성산구 안민로 101,35.186472396317,128.687852156711,경상남도 창원시 성산구 안민동 안민로 101,100.0
프리빌리지경로당,"경상남도 창원시  성산구 대암로 253(성주동,프리빌리지아파트)",경상남도 창원시 성산구 대암로 253,35.202656800487,128.711204542178,경상남도 창원시 성산구 성주동 대암로 253,100.0
프리빌리지2차(아)경로당,"경상남도 창원시  성산구 창원대로 1209번길 22(성주동,프리빌리지2차)",경상남도 창원시 성산구 창원대로 1209,35.194018147832,128.715050346509,경상남도 창원시 성산구 외동 창원대로 1209,100.0
한림푸르지오(아)경로당,"경상남도 창원시  성산구 외리로34번길 13(성주동,한림푸르지오아파트)",경상남도 창원시 성산구 외리로34번길 13,35.201539367066,128.708580755027,경상남도 창원시 성산구 성주동 외리로34번길 13,100.0
한솔(아)경로당,"경상남도 창원시  성산구 안민로 161(안민동,한솔마을대동아파트)",경상남도 창원시 성산구 안민로 161,35.185308733576,128.691701781327,경상남도 창원시 성산구 안민동 안민로 161,100.0
한양아파트경로당,"경상남도 창원시  성산구 정동로 162번길 69(남산동,한양아파트)",경상남도 창원시 성산구 정동로 162,35.205043924662,128.691622759621,경상남도 창원시 성산구 성주동 정동로 162,100.0
남산효성해링턴플레이스경로당,경상남도 창원시  성산구 정동로162번길 78(남산동),경상남도 창원시 성산구 정동로162번길 78,35.200031881779,128.699697697861,경상남도 창원시 성산구 남산동 정동로162번길 78,100.0
 양곡경로당 ,경상남도 창원시  성산구 양곡길106번길 1-12(양곡동),경상남도 창원시 성산구 양곡길106번길 1-12,35.200304084085,128.627066327551,경상남도 창원시 성산구 양곡동 양곡길106번길 1-12,100.0
 동성1차경로당 ,"경상남도 창원시  성산구 신촌로 95(신촌동,동성1차아파트)",경상남도 창원시 성산구 신촌로 95,35.201249185578,128.629453325937,경상남도 창원시 성산구 신촌동 신촌로 95,100.0
 동성2차경로당 ,"경상남도 창원시  성산구 신촌로 63(신촌동,동성2차아파트)",경상남도 창원시 성산구 신촌로 63,35.204163028488,128.628205176735,경상남도 창원시 성산구 신촌동 신촌로 63,100.0
 동성빌라2차경로당 ,"경상남도 창원시  성산구 신촌로 43(신촌동,동성빌라2차)",경상남도 창원시 성산구 신촌로 43,35.206038269776,128.628083471501,경상남도 창원시 성산구 신촌동 신촌로 43,100.0
 성원아파트경로당 ,"경상남도 창원시  성산구 신촌로 123(신촌동,성원아파트)",경상남도 창원시 성산구 신촌로 123,35.197924964688,128.629089802797,경상남도 창원시 성산구 신촌동 신촌로 123,100.0
 귀산경로당 ,경상남도 창원시  성산구 귀산로58번길 14 (귀산동),경상남도 창원시 성산구 귀산로58번길 14,35.16589029467,128.615906158749,경상남도 창원시 성산구 귀산동 귀산로58번길 14,100.0
 석교경로당 ,경상남도 창원시  성산구 삼귀로466번길 8 (귀산동),경상남도 창원시 성산구 삼귀로466번길 8,35.157518072593,128.609393755258,경상남도 창원시 성산구 귀산동 삼귀로466번길 8,100.0
 갯마을경로당 ,경상남도 창원시  성산구 삼귀로 375-11 (귀산동),경상남도 창원시 성산구 삼귀로 375-11,35.164387754707,128.607577983573,경상남도 창원시 성산구 귀산동 삼귀로 375-11,100.0
 용호마을경로당 ,경상남도 창원시  성산구 삼귀로 185-9 (귀곡동),경상남도 창원시 성산구 삼귀로 185-9,35.169846175783,128.599450974073,경상남도 창원시 성산구 귀곡동 삼귀로 185-9,100.0
 동부산아이존빌경로당 ,"경상남도 창원시  성산구 신촌로 94(신촌동,동부산아이존빌아파트)",경상남도 창원시 성산구 신촌로 94,35.2011796996,128.627592543432,경상남도 창원시 성산구 신촌동 신촌로 94,100.0
 신촌경로당 ,경상남도 창원시  성산구  양곡길 53(신촌동),경상남도 창원시 성산구 양곡길 53,35.205392905141,128.62689759984,경상남도 창원시 성산구 신촌동 양곡길 53,100.0
 동원로얄듀크경로당 ,경상남도 창원시  성산구 신촌로 130(신촌동),경상남도 창원시 성산구 신촌로 130,35.199371010624,128.627947936127,경상남도 창원시 성산구 신촌동 신촌로 130,100.0
 상남남성경로당 ,경상남도 창원시 마산합포구 합포서7길 10 (상남동),경상남도 창원시 마산합포구 합포서7길 10,35.210043646027,128.576624620974,경상남도 창원시 마산합포구 상남동 합포서7길 10,100.0
 상남여성경로당 ,경상남도 창원시 마산합포구 합포서7길 10 (상남동),경상남도 창원시 마산합포구 합포서7길 10,35.210043646027,128.576624620974,경상남도 창원시 마산합포구 상남동 합포서7길 10,100.0
 용마남성경로당 ,경상남도 창원시 마산합포구 회원천북길 461 (산호동),경상남도 창원시 마산합포구 회원천북길 461,35.20963138212,128.580362363057,경상남도 창원시 마산합포구 산호동 회원천북길 461,100.0
 용마여성경로당 ,경상남도 창원시 마산합포구 회원천북길 461 (산호동),경상남도 창원시 마산합포구 회원천북길 461,35.20963138212,128.580362363057,경상남도 창원시 마산합포구 산호동 회원천북길 461,100.0
 숲골남성경로당 ,경상남도 창원시 마산합포구 합포북20길 23 (산호동),경상남도 창원시 마산합포구 합포북20길 23,35.213939931809,128.578132357718,경상남도 창원시 마산합포구 산호동 합포북20길 23,100.0
