설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,소재지도로명주소,소재지지번주소,관리기관명,WGS84위도,WGS84경도
구암1동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 구암서2길 95,경상남도 창원시 마산회원구 구암동 8-16,창원시청,35.249339,128.593505
합성2동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 합성남8길 46,경상남도 창원시 마산회원구 합성동 205-5,창원시청,35.239042,128.586717
합성1동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 합성서3길 21,경상남도 창원시 마산회원구 합성동 150-2,창원시청,35.242165,128.583938
양덕2동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 율림교로 3,경상남도 창원시 마산회원구 양덕동 60-11,창원시청,35.229113,128.583866
양덕1동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 팔용로 25,경상남도 창원시 마산회원구 양덕동 20-7,창원시청,35.232275,128.586152
회성동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 북성로 327,경상남도 창원시 마산회원구 회성동 457-37,창원시청,35.233013,128.56168
석전민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 석전남16길 84,경상남도 창원시 마산회원구 석전동 156-23,창원시청,35.229386,128.568225
석전동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 석전동4길 52,경상남도 창원시 마산회원구 석전동 255-6,창원시청,35.230291,128.573175
회원2동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 회원남로 74,경상남도 창원시 마산회원구 회원동 355-56,창원시청,35.218924,128.569272
회원1동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 회원동11길 7,경상남도 창원시 마산회원구 회원동 62-4,창원시청,35.21818,128.57421
호계민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 내서읍 호원로 323,경상남도 창원시 마산회원구 내서읍 호계리 172-6,창원시청,35.262246,128.523372
내서읍행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 내서읍 중리상곡로 65,경상남도 창원시 마산회원구 내서읍 중리 1049-1,창원시청,35.246692,128.507679
마산회원구청,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 삼호로 63(양덕동),경상남도 창원시 마산회원구 양동동 477,창원시청,35.220822,128.579677
내서농산물도매시장,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 내서읍 유통단지로 33,경상남도 창원시 마산회원구 내서읍 중리 750,창원시청,35.255949,128.511891
마산회원도서관 내서분관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 내서읍 삼풍로 79(삼계리),경상남도 창원시 마산회원구 내서읍 삼계리 20-1,창원시청,35.232728,128.501352
마산회원도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 회원동 3.15대로 558,경상남도 창원시 마산회원구 회원1동 167-1,창원시청,35.224331,128.573462
마산내서읍보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 내서읍 중리상곡로 65,경상남도 창원시 마산회원구 내서읍 중리 1049-1,창원시청,35.246692,128.507679
동마산보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산회원구 구암남14길 33(구암동),경상남도 창원시 마산회원구 구암동 95-5,창원시청,35.250556,128.600745
마산차량등록과,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 3.15대로 210 (중앙동3가),경상남도 창원시 마산합포구 중앙동 3가 4-11,창원시청,35.19691,128.567834
마산가고파 국화축제장,축제 기간,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 마산어시장 장어거리,경상남도 창원시 마산합포구 마산어시장 장어거리,창원시청,35.196928,128.567867
광암해수욕장,개장기간,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진동면 광암해안길 117-22,경상남도 창원시 마산합포구 진동면 요장리 154-13,창원시청,35.10212,128.501505
산호동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 산호남로 60,경상남도 창원시 마산합포구 산호동 157-4,창원시청,35.216014,128.585958
합포동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 허당로 31,경상남도 창원시 마산합포구 산호동 499-1,창원시청,35.2109,128.579222
노산동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 노산남6길 45,경상남도 창원시 마산합포구 상남동 140-11,창원시청,35.212663,128.574226
교방동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 교방동5길 18,경상남도 창원시 마산합포구 교방동 375-4,창원시청,35.214332,128.566241
오동민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 오동북11길 2,경상남도 창원시 마산합포구 오동동 113-23,창원시청,35.208731,128.578558
성호민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 몽고정길 30,경상남도 창원시 마산합포구 추산동 33-1,창원시청,35.207379,128.572728
오동동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 동서북4길 13,경상남도 창원시 마산합포구 수성동 68,창원시청,35.20422,128.573672
자산동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 자산동5길 1,경상남도 창원시 마산합포구 자산동 140-3,창원시청,35.205457,128.565433
완월동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 완월동11길 6,경상남도 창원시 마산합포구 완월동 12-23,창원시청,35.199469,128.564205
반월민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 중앙동1가 4-2,경상남도 창원시 마산합포구 중앙동1가 4-2,창원시청,35.190309,128.562451
반월중앙동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 중앙남5길 45,경상남도 창원시 마산합포구 장군동2가 1-34,창원시청,35.194016,128.564025
문화동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 문화남5길 36,경상남도 창원시 마산합포구 대외동 5-2,창원시청,35.184587,128.558228
월영동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 월영남1길 13,경상남도 창원시 마산합포구 해운동 14-15,창원시청,35.179235,128.557731
가포동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 가포해안길 33,경상남도 창원시 마산합포구 가포동 472-5,창원시청,35.169496,128.572056
현동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 현동7길 27,경상남도 창원시 마산합포구 현동 383,창원시청,35.149839,128.553787
진전면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진전면 대실로 155,경상남도 창원시 마산합포구 진전면 오서리 604-3,창원시청,35.102713,128.418902
진북면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진북면 지산5길 80,경상남도 창원시 마산합포구 진북면 지산리 244-2,창원시청,35.115453,128.467447
진동면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진동면 신서촌로 11,경상남도 창원시 마산합포구 진동면 진동리 855-5,창원시청,35.115675,128.48431
구산면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 구산면 구산로 554,경상남도 창원시 마산합포구 구산면 수정리 654-3,창원시청,35.119481,128.580329
마산합포구청,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 3.15대로 210 (중앙동3가),경상남도 창원시 마산합포구 중앙동 3가 4-11,창원시청,35.19691,128.567834
마산박물관,전시관,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 문신길 147(추산동),경상남도 창원시 마산합포구 추산동 54-36,창원시청,35.205611,128.569124
마산문학관,청사,경상남도,창원시,지역문화시설,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 노산북 8길 49-1,경상남도 창원시 마산합포구 상남동 58-8,창원시청,35.214223,128.574237
문화유산육성과,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 문신길 105,경상남도 창원시 마산합포구 추산동 54-36,창원시청,35.205611,128.569124
저도 연육교,연육교 주변,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 구산면 구복리 산 183-25,경상남도 창원시 마산합포구 구산면 구복리 산 183-25,창원시청,35.067588,128.562639
문신미술관,청사,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 문신길 147 문신미술관,경상남도 창원시 마산합포구 추산동 51-1,창원시청,35.206567,128.569043
오동동 문화광장,문화광장,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 동서북 16길 31-4,경상남도 창원시 마산합포구 동성동 207-1,창원시청,35.206276,128.577135
창동예술촌,청사,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 오동서6길 24,경상남도 창원시 마산합포구 중성동 117-2,창원시청,35.207081,128.574758
구산면보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 구산면 이순신로 12,경상남도 창원시 마산합포구 구산면 반동리 376-1,창원시청,35.086264,128.585797
진전면보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진전면 대실로 155,경상남도 창원시 마산합포구 진전면 오서리 604-3,창원시청,35.102713,128.418902
진북면보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진북면 지산1길 71,경상남도 창원시 마산합포구 진북면 지산리 226-19,창원시청,35.115754,128.464168
진동면보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 진동면 신서촌로 13,경상남도 창원시 마산합포구 진동면 진동리 855-2,창원시청,35.115791,128.484563
마산보건소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 월영동북로 15(해운동),경상남도 창원시 마산합포구 해운동 61-1,창원시청,35.182357,128.562879
덕동매립장,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 덕동동 산162-1,경상남도 창원시 마산합포구 덕동동 산162-1,창원시청,35.140973,128.583785
하수관리사업소(덕동),홍보관 및 청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 가포로 739,경상남도 창원시 마산합포구 덕동동 714,창원시청,35.1346,128.570484
마산농업기술센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 지산1길 71,경상남도 창원시 진북면 지산리 226-19,창원시청,35.115754,128.464168
마산합포도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 마산합포구 월영동16길 22(해운동),경상남도 창원시 마산합포구 해운동 61,창원시청,35.182978,128.56295
삼귀민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 귀산로58번길 8,경상남도 창원시 성산구 귀산동 355-1,창원시청,35.16611,128.615415
웅남동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 신촌로 50,경상남도 창원시 성산구 신촌동 14,창원시청,35.205361,128.627165
성주동성주민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 외리로14번길 18,경상남도 창원시 성산구 성주동 128-1,창원시청,35.199318,128.710932
성주동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 공단로 735,경상남도 창원시 성산구 성주동 59-1,창원시청,35.189369,128.695011
가음정민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 원이대로883번길 15-38,경상남도 창원시 성산구 가음동 21-1,창원시청,35.208619,128.697185
가음정동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 가음로13번길 31,경상남도 창원시 성산구 남양동 9,창원시청,35.213008,128.700551
사파민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 창이대로706번길 16-23,경상남도 창원시 성산구 사파동 106-1,창원시청,35.221819,128.698309
사파동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 대암로 109,경상남도 창원시 성산구 대방동 339-3,창원시청,35.215836,128.708769
상남동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 동산로 73,경상남도 창원시 성산구 상남동 89-3,창원시청,35.21614,128.687309
내동민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 연덕로184번길 35,경상남도 창원시 성산구 내동 456-25,창원시청,35.217375,128.669514
중앙동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 외동반림로 5,경상남도 창원시 성산구 중앙동 151,창원시청,35.221048,128.673641
반지민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 반송로 52,경상남도 창원시 성산구 반지동 80-1,창원시청,35.240625,128.662497
반송동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 원이대로473번길 19-14,경상남도 창원시 성산구 반림동 14-1,창원시청,35.235844,128.669611
성산구청,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 창원대로 1086(성주동),경상남도 창원시 성산구 성주동 5,창원시청,35.198365,128.702731
천선매립장,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 천선동 산54-2,경상남도 창원시 성산구 천선동 산54-2,창원시청,35.170815,128.704799
성산도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 외리로 47(남산동),경상남도 창원시 성산구 남산동 산17,창원시청,35.20214,128.707727
상남도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 원이대로 810,경상남도 창원시 성산구 가음정동 1,창원시청,35.213686,128.695427
창원과학체험관,체험관 및 전시관,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 의창구 충혼로72번길 16,경상남도 창원시 의창구 두대동 188-3,창원시청,35.229994,128.661411
창원시 시정연구원,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 원이대로 848,경상남도 창원시 가음정동 산76-1번지,창원시청,35.211699,128.694652
신월민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 신월로 48,경상남도 창원시 성산구 신월동 68-4,창원시청,35.227793,128.692296
용지동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 용지로239번길 19-4,경상남도 창원시 성산구 용호동 62-1,창원시청,35.235899,128.684092
봉림동사림민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 창이대로 415,경상남도 창원시 의창구 사림동 36-1,창원시청,35.242373,128.682047
봉림동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 대봉로26번길 5,경상남도 창원시 의창구 대봉로26번길 5,창원시청,35.245406,128.658515
명서2민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 우곡로101번길 28,경상남도 창원시 의창구 명서동 111,창원시청,35.243279,128.641763
명서1민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 명지로122번길 20,경상남도 창원시 의창구 명서동 174-14,창원시청,35.245781,128.649145
명곡동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 태복산로15번길 8,경상남도 창원시 의창구 도계동 896-2,창원시청,35.253372,128.640458
대원민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 대원로27번길 28,경상남도 창원시 성산구 대원동 93-1,창원시청,35.232523,128.650511
팔룡동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 팔용로 435,경상남도 창원시 의창구 팔용동 103-4,창원시청,35.25548,128.612815
소계민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 소계로84번길 7,경상남도 창원시 의창구 소계동 714-8,창원시청,35.257275,128.599992
의안민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 읍성로 25,경상남도 창원시 의창구 북동 260,창원시청,35.265176,128.620625
의창동행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 서상로12번길 83-9,경상남도 창원시 의창구 서상동 11-6,창원시청,35.262036,128.622854
대산면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 대산면 주남로 577,경상남도 창원시 의창구 대산면 가술리 323-4,창원시청,35.335328,128.70826
화천민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 북면 천주로 483-7,경상남도 창원시 의창구 북면 외감리 165-1,창원시청,35.29961,128.602767
북면행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 북면 천주로 1085,경상남도 창원시 의창구 북면 신촌리 956-4,창원시청,35.347876,128.607152
자여민원센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 동읍 자여로 64,경상남도 창원시 의창구 동읍 송정리 98-21,창원시청,35.277108,128.700344
동읍행정복지센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 동읍 동읍로 88,경상남도 창원시 의창구 동읍 용잠리 575,창원시청,35.28471,128.682446
의창구청,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 태복산로15번길 8(도계동),경상남도 창원시 의창구 도계동 895,창원시청,35.253816,128.640154
드림스타트 센터,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 우곡로 101번길 30-3,경상남도 창원시 의창구 명서동 111-1,창원시청,35.243079,128.64208
단감테마공원,청사,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 의창구 동읍 화양리 680,경상남도 창원시 의창구 동읍 화양리 680,창원시청,35.298689,128.663234
달천계곡 오토캠핑장,오토캠핑장 내,경상남도,창원시,관광,창원시,ChangWon_WiFi,경상남도 창원시 의창구 북면 달천길 150,경상남도 창원시 의창구 북면 외감리 525,창원시청,35.282317,128.599858
대산정수장,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 대산면 갈전로 99번길 100,경상남도 창원시 의창구 대산면 갈전리 816,창원시청,35.373486,128.676347
창원차량등록사업소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 원이대로 450(두대동),경상남도 창원시 의창구 두대동 450,창원시청,35.236,128.654406
고향의봄도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 평산로 135번길 32(서상동),경상남도 창원시 의창구 서상동 60,창원시청,35.257319,128.623532
명곡도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 서곡길 21,경상남도 창원시 의창구 명서동 31-1,창원시청,35.253122,128.648511
의창도서관,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 성산구 용호로 50(반송동),경상남도 창원시 의창구 반송동 산51-5,창원시청,35.233512,128.678974
북면보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 북면 천주로 1085,경상남도 창원시 의창구 북면 신촌리 956-4,창원시청,35.347876,128.607152
동읍보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 동읍 용잠로 41,경상남도 창원시 의창구 동읍 용잠리 230-7,창원시청,35.279717,128.688659
대산보건지소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 대산면 진산대로355번길 14-9,경상남도 창원시 의창구 대산면 제동리 268-69,창원시청,35.332318,128.708211
팔용보건소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 팔용로 451번길 8,경상남도 창원시 의창구 팔용동 121-1,창원시청,35.25739,128.613159
창원보건소,청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 중앙대로 162번길 9,경상남도 창원시 의창구 신월동 96-2,창원시청,35.227904,128.685541
창원시청,시청 및 의회 청사,경상남도,창원시,관공서,창원시,ChangWon_WiFi,경상남도 창원시 의창구 중앙대로 151,경상남도 창원시 의창구 용호동 1,창원시청,35.228356,128.682073
상남분수광장,상남분수광장 방송스피커 폴대,경상남도,창원시,기타,창원시 성산구,ChangWon_WiFi,경상남도 창원시 성산구 상남동 24,경상남도 창원시 성산구 상남동 24,성산구청,35.221194,128.682947
기업사랑공원,물놀이터,경상남도,창원시,편의시설,창원시 성산구,ChangWon_WiFi,경상남도 창원시 성산구 가음정동 626,경상남도 창원시 성산구 가음정동 626,성산구청,35.209548,128.686188
장미공원,장미공원 전시장,경상남도,창원시,편의시설,창원시 성산구,ChangWon_WiFi,경상남도 창원시 성산구 가음동 31,경상남도 창원시 성산구 가음동 31,성산구청,35.207397,128.69031
호계민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 마산회원구 내서읍 호원로 323,경상남도 창원시 마산회원구 내서읍 호계리 172-6,창원시청,35.262246,128.523372
가음정민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 성산구 원이대로883번길 15-38,경상남도 창원시 성산구 가음동 21-1,창원시청,35.208619,128.697185
사파민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 성산구 창이대로706번길 16-23,경상남도 창원시 성산구 사파동 106-1,창원시청,35.221819,128.698309
내동민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 성산구 연덕로184번길 35,경상남도 창원시 성산구 내동 456-25,창원시청,35.217375,128.669514
반지민원센터,청사,경상남도,창원시,관공서,LGU+,Public WiFi,경상남도 창원시 성산구 반송로 52,경상남도 창원시 성산구 반지동 80-1,창원시청,35.240625,128.662497
신월민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 성산구 신월로 48,경상남도 창원시 성산구 신월동 68-4,창원시청,35.227793,128.692296
사림민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 창이대로 415,경상남도 창원시 의창구 사림동 36-1,창원시청,35.242373,128.682047
명서2민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 우곡로101번길 28,경상남도 창원시 의창구 명서동 111,창원시청,35.243279,128.641763
명서1민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 명지로122번길 20,경상남도 창원시 의창구 명서동 174-14,창원시청,35.245781,128.649145
대원민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 성산구 대원로27번길 28,경상남도 창원시 성산구 대원동 93-1,창원시청,35.232523,128.650511
소계민원센터,청사,경상남도,창원시,관공서,LGU+,Public WiFi,경상남도 창원시 의창구 소계로84번길 7,경상남도 창원시 의창구 소계동 714-8,창원시청,35.257275,128.599992
의안민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 읍성로 25,경상남도 창원시 의창구 북동 260,창원시청,35.265176,128.620625
화천민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 북면 천주로 483-7,경상남도 창원시 의창구 북면 외감리 165-1,창원시청,35.29961,128.602767
자여민원센터,청사,경상남도,창원시,관공서,KT,Public WiFi,경상남도 창원시 의창구 동읍 자여로 64,경상남도 창원시 의창구 동읍 송정리 98-21,창원시청,35.277108,128.700344
도계체육공원,도계체육공원 내,경상남도,창원시,지역문화시설,창원시 의창구,Uichang free,"경상남도 창원시 의창구 도계두리길 199, 공중화장실 (도계동)",경상남도 창원시 의창구 도계동 389 공중화장실,창원시 의창구,35.25805556,128.6419444
도계체육공원,도계체육공원 내,경상남도,창원시,지역문화시설,창원시 의창구,Uichang-free,"경상남도 창원시 의창구 도계두리길 199, 공중화장실 (도계동)",경상남도 창원시 의창구 도계동 389 공중화장실,창원시 의창구,35.25777778,128.6422222
도계체육공원,도계체육공원 내,경상남도,창원시,지역문화시설,창원시 의창구,Uichang-free,"경상남도 창원시 의창구 도계두리길 199, 공중화장실 (도계동)",경상남도 창원시 의창구 도계동 389 공중화장실,창원시 의창구,35.25777778,128.6422222
사화공원,사화공원 야외무대,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251619,128.625222
사화공원,사화공원 경관뜰,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251865,128.63434
사화공원,사화공원 전망대(경관뜰),경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251719,128.634685
사화공원,사화공원 전망대,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.25123,128.625486
사화공원,사화공원 2 전시장,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251577,128.623853
사화공원,사화공원 식물원_2,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251783,128.632581
사화공원,사화공원 체험교육,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.251738,128.62763
사화공원,사화공원 사업소,경상남도,창원시,지역문화시설,창원시 의창구,사화공원 공공와이파이,경상남도 창원시 의창구 중동남로 74(중동),경상남도 창원시 의창구 중동 794-11,창원시 의창구,35.252391,128.628709
